Digitizer,ID,Sex,Species,Island,Species#,friends,Ecomorph,SVLruler,Taillength,Footlamellae,Handlamellae,SVL1,SVL2,Humerus,Ulna,Forelimb,Femur,Tibia,Hindlimb,Pectoral,Pelvic,MBlength,Headlength,HeadDepth,Jawlength,EyeDiam,logSVL,logtail,logfootlamellae,loghandlamellae,logforelimb,loghindlimb,logpectoral,logpelvic,logheadlength,logheaddepth,logjawlength,logeyediamter
Lela,richardi-F-144746,F,richardi,Grenada,2,2,,69,166,36,19,58.4930976,77.7731507,18.1256026,9.85035591,27.9759585,16.7944258,14.7280019,31.5224277,9.78701841,,27.6268642,21.7957348,,16.8291541,6.40097111,1.83884909,2.22010809,1.5563025,1.2787536,1.44678498,1.49861966,0.99065041,,1.33837151,,1.22606229,0.80624587
Lela,richardi-F-144756,F,richardi,Grenada,2,2,,65,155,37,20,51.672618,82.7891357,16.5201473,4.74319621,21.2633435,19.0642363,12.3930047,31.457241,8.95950004,7.0646263,23.3355518,16.0598398,,10.957181,6.25549026,1.81291336,2.1903317,1.56820172,1.30103,1.32763156,1.49772063,0.95228378,0.84908919,1.20574121,,1.03969884,0.79626135
Lela,richardi-F-144766,F,richardi,Grenada,2,2,,57,127,40,20,50.7431155,75.4285216,14.8708127,8.5881577,23.4589704,13.3722854,13.3844201,26.7567055,7.19197903,7.04601498,23.1746678,17.7540868,5.40951413,13.0038301,5.11886267,1.75587486,2.10380372,1.60205999,1.30103,1.37030895,1.42743264,0.85684841,0.84794356,1.24929834,0.73315826,1.11407129,0.70917348
Lela,richardi-M-144706,M,richardi,Grenada,2,2,,92,222,39,24,76.4774216,93.2101953,21.6098576,13.4910975,35.1009551,25.1548923,20.6633097,45.818202,15.5560368,15.1020614,37.619194,23.5204201,10.4899831,20.4635489,7.61235729,1.96378783,2.34635297,1.59106461,1.38021124,1.54531893,1.66103804,1.19189896,1.17903623,1.37144507,1.02077479,1.31098095,0.88151916
Lela,richardi-M-144733,M,richardi,Grenada,2,2,,96,228,41,22,84.6796739,103.204037,23.1525622,13.2787575,36.4313197,22.5029137,21.5181404,44.0210541,13.2593543,14.4812986,36.1579492,24.8831031,7.11954705,18.0881177,8.01557778,1.98227123,2.35793485,1.61278386,1.34242268,1.5614749,1.64366044,1.12252237,1.16080751,1.39590454,0.85245236,1.25739338,0.90393483
Lela,richardi-M-144740,M,richardi,Grenada,2,2,,96,240,41,24,79.6478217,96.2410972,22.9417801,13.347211,36.2889911,26.3594209,24.5099203,50.8693412,13.296485,16.7346071,31.7596924,26.7923295,5.92359468,23.1722476,7.66932589,1.98227123,2.38021124,1.61278386,1.38021124,1.55977489,1.70645611,1.12373685,1.22361552,1.42801048,0.77258533,1.36496816,0.88475719
Lela,richardi-M-144748,M,richardi,Grenada,2,2,,92,223,43,24,79.1015425,102.3121,23.017865,14.4444303,37.4622952,16.729454,19.4025718,36.1320258,12.245628,14.8107916,36.7678123,22.0266623,10.4938731,17.0965165,6.52565849,1.96378783,2.34830486,1.63346846,1.38021124,1.57359438,1.55789231,1.08798106,1.17057827,1.34294869,1.02093581,1.23290763,0.81462434
Lela,richardi-M-144752,M,richardi,Grenada,2,2,,102,262,41,24,86.2302164,100.099154,18.4424531,15.1197237,33.5621768,23.5300001,22.8057706,46.3357707,14.6823393,16.6187459,35.8448451,27.9105489,4.39432418,20.7655259,8.10146168,2.00860017,2.41830129,1.61278386,1.38021124,1.52585012,1.66591639,1.16679526,1.22059825,1.44576838,0.64289209,1.31734293,0.90856338
Lela,ricordi-F-121779,F,ricordi,Hispaniola,41,10,CG,130,258,51,30,124.132715,142.63598,24.7520396,19.658654,44.4106936,32.4177407,24.1431752,56.5609159,17.7709633,22.9306236,51.7964926,39.1347408,10.7195779,33.8174902,12.381962,2.11394335,2.41161971,1.70757018,1.47712125,1.64748756,1.75251643,1.24971097,1.36041587,1.59256246,1.03017768,1.52914137,1.09278947
Lela,ricordi-F-132308,F,ricordi,Hispaniola,41,10,CG,142,252,49,31,139.005952,153.324259,26.5266693,21.0721049,47.5987742,37.4486163,22.8015912,60.2502074,24.2637257,22.5736718,60.5276304,40.2326605,17.41714,35.1967896,11.2555963,2.15228834,2.40140054,1.69019608,1.49136169,1.67759577,1.77995855,1.38495749,1.35360221,1.60457875,1.24097684,1.54650305,1.05136851
Lela,ricordi-F-132311,F,ricordi,Hispaniola,41,10,CG,134,233,47,30,125.949532,142.449243,26.0347848,20.3055048,46.3402896,32.7088279,22.9244261,55.6332539,23.4352184,23.0280435,56.8048365,39.3721034,13.9038053,34.3704907,11.9104482,2.1271048,2.36735592,1.67209786,1.47712125,1.66595874,1.74533446,1.36986901,1.36225704,1.59518862,1.14313368,1.53618573,1.0759281
Lela,ricordi-F-63338,F,ricordi,Hispaniola,41,10,CG,122,220,49,30,117.905522,132.287931,23.5464549,17.311583,40.8580379,28.7001078,22.8127567,51.5128645,19.5325981,20.5168971,54.8161843,37.8365801,14.2974263,31.4479214,10.1771166,2.08635983,2.34242268,1.69019608,1.47712125,1.61127751,1.7119157,1.29076002,1.31211168,1.57791188,1.15525787,1.49759195,1.00762475
Lela,ricordi-F-65731,F,ricordi,Hispaniola,41,10,CG,134,262,55,33,129.793843,143.889155,24.7893174,19.6285441,44.4178616,32.9110681,26.9305627,59.8416308,24.4127352,25.2917962,59.6278874,43.1788859,14.2662716,36.7602229,10.2820228,2.1271048,2.41830129,1.74036269,1.51851394,1.64755765,1.77700342,1.38761644,1.40297967,1.63527143,1.15431049,1.56537814,1.01207856
Lela,ricordi-M-68479,M,ricordi,Hispaniola,41,10,CG,150,279,53,30,143.194125,146.846753,17.7286438,20.6072039,38.3358476,34.5811282,29.1075858,63.6887141,26.7372397,30.6155589,58.7481679,45.3643375,15.0317892,41.7299548,11.1046525,2.17609126,2.4456042,1.72427587,1.47712125,1.58360507,1.80406248,1.42711657,1.48594219,1.65671457,1.17701068,1.62044791,1.04550497
Lela,ricordi-M-80936,M,ricordi,Hispaniola,41,10,CG,148,275,48,27,141.187242,148.747337,21.3240296,18.6185454,39.942575,31.0427403,34.7624444,65.8051847,29.8421356,31.5757057,61.463472,46.2991346,16.123334,42.3416993,12.5543741,2.17026172,2.43933269,1.68124124,1.43136376,1.60143606,1.81826011,1.4748299,1.49935307,1.66557287,1.20745485,1.62676828,1.09879506
Lela,ricordi-M-80939,M,ricordi,Hispaniola,41,10,CG,153,271,54,32,146.771094,160.76459,22.6069716,21.6270471,44.2340187,36.2189693,27.7302397,63.949209,28.6474433,17.7149966,60.9775931,50.9996496,14.0782814,43.8034274,12.1019931,2.18469143,2.43296929,1.73239376,1.50514998,1.6457564,1.80583518,1.45708587,1.24834107,1.70756719,1.14854964,1.64150809,1.0828569
Lela,ricordi-M-POE0573,M,ricordi,Hispaniola,41,10,CG,163,300,56,30,163.044466,167.440444,28.0092165,22.7335201,50.7427367,35.4331992,28.9853426,64.4185418,33.0393383,28.0252321,71.2015476,51.5021673,21.0377162,44.7526306,14.3598561,2.2121876,2.47712125,1.74818803,1.47712125,1.70537389,1.80901089,1.51903134,1.44754922,1.71182551,1.32299859,1.65081857,1.15715009
Lela,ricordi-M-POE0575,M,ricordi,Hispaniola,41,10,CG,155,260,53,34,147.679891,153.893275,25.5888007,21.8167348,47.4055355,34.8776962,28.2061799,63.0838761,31.3387786,22.572041,64.7207878,48.942782,16.9942349,42.1394452,13.249026,2.1903317,2.41497335,1.72427587,1.53147892,1.67582906,1.79991837,1.49608207,1.35357083,1.68968865,1.23030162,1.62468881,1.12218395
Lela,roquet-F-144951,F,roquet,Martinique,1,1,,48,102,43,24,43.3116022,68.9031996,14.7176711,6.31050397,21.028175,12.6506192,8.36328765,21.0139069,5.8523281,5.66292421,20.0397373,17.1136414,6.22198241,13.5089993,4.33476657,1.68124124,2.00860017,1.63346846,1.38021124,1.32280158,1.3225068,0.76732867,0.75304075,1.23334243,0.79392878,1.13062318,0.63696572
Lela,roquet-F-144953,F,roquet,Martinique,1,1,,46,99,,21,39.6972229,68.6050431,16.6682111,3.00859089,19.676802,17.0850757,8.61002962,25.6951053,6.91930095,5.80507769,19.6343883,17.6874491,,13.9573302,4.75756897,1.66275783,1.99563519,,1.32221929,1.29395451,1.4098504,0.84006222,0.76380804,1.2476652,,1.14480235,0.67738509
Lela,roquet-F-144955,F,roquet,Martinique,1,1,,50,104,35,23,45.1371634,72.6223549,14.0614263,6.42874753,20.4901738,8.82604338,8.58846961,17.414513,5.86682063,7.25249237,22.6406678,14.1599333,6.6512675,9.89280841,4.52513917,1.69897,2.01703334,1.54406804,1.36172784,1.31154564,1.24091133,0.76840281,0.86048728,1.15106121,0.82290441,0.9953196,0.65563194
Lela,roquet-F-82580,F,roquet,Martinique,1,1,,50,104,43,23,46.926471,73.0299692,15.0200253,6.06490073,21.084926,16.6141806,8.94843776,25.5626184,6.72528814,5.7435149,24.1449303,16.2588888,3.26991129,12.4995968,4.67233456,1.69897,2.01703334,1.63346846,1.36172784,1.32397208,1.40760534,0.8277109,0.75917775,1.21109086,0.51453597,1.096896,0.66953393
Lela,roquet-F-82660,F,roquet,Martinique,1,1,,54,113,41,22,45.461715,72.1050405,17.5606954,8.08596608,25.6466614,16.0503561,9.78838948,25.8387456,6.70585577,6.75471574,24.7694717,14.1237928,8.88498117,11.0239412,4.83344597,1.73239376,2.05307844,1.61278386,1.34242268,1.40903084,1.41227143,0.82645421,0.82960708,1.14995134,0.94865651,1.04233689,0.68425687
Lela,roquet-F-82668,F,roquet,Martinique,1,1,,55,106,45,23,47.985375,75.6023191,15.52608,7.3254134,22.8514934,14.500795,10.5828634,25.0836585,8.13498879,6.72168463,24.0024856,16.745333,5.47163922,12.4089443,4.74047391,1.74036269,2.02530587,1.65321251,1.36172784,1.35891459,1.39939088,0.91035696,0.82747813,1.22389379,0.73811745,1.09373484,0.67582176
Lela,roquet-M-144971,M,roquet,Martinique,1,1,,58,119,42,25,50.3744467,73.7701254,15.9432162,9.53239923,25.4756155,10.3386098,9.41235987,19.7509697,7.92249731,6.44551606,23.1126067,17.539316,5.86203017,13.4062147,5.14899917,1.76342799,2.07554696,1.62324929,1.39794001,1.40612468,1.29558842,0.8988621,0.80925769,1.24401265,0.76804805,1.12730617,0.71172282
Lela,roquet-M-82654,M,roquet,Martinique,1,1,,69,140,41,25,59.9178223,87.0209914,13.2540411,10.5187694,23.7728105,14.8562234,12.7296726,27.585896,11.5482926,,32.1615103,17.75736,,12.800003,5.98874672,1.83884909,2.14612804,1.61278386,1.39794001,1.37608053,1.44068709,1.06251778,,1.2493784,,1.10721007,0.77733595
Lela,roquet-M-82656,M,roquet,Martinique,1,1,,63,131,47,27,53.3915044,83.2966053,16.7410269,9.07443802,25.8154649,20.750076,11.6796084,32.4296844,8.28806674,6.229548,28.3634394,19.0078883,10.264834,14.2236325,5.08316036,1.79934055,2.1172713,1.67209786,1.43136376,1.41187995,1.51094272,0.91845324,0.79445654,1.27893387,1.01135193,1.15301052,0.70613381
Lela,roquet-M-82663,M,roquet,Martinique,1,1,,68,131,45,25,58.3388211,87.6281271,17.1884843,10.4775744,27.6660587,16.2548532,12.7413105,28.9961637,11.2948981,9.75148206,29.861771,17.6600839,7.76850275,14.4046365,5.87985288,1.83250891,2.1172713,1.65321251,1.39794001,1.44194729,1.46234054,1.05288232,0.98907063,1.24699276,0.89033732,1.1585023,0.76936646
Debbie,sabanus-F-75541,F,sabanus,Saba,1,1,,43,82,39,26,47.022559,48.354124,6.56343076,6.03779624,12.601227,11.5084135,9.62819452,21.136608,6.97607987,5.3650909,19.2323615,12.2902546,6.76373937,10.7505944,4.55814058,1.63346846,1.91381385,1.59106461,1.41497335,1.10041284,1.32503529,0.84361144,0.72957708,1.08956088,0.83018686,1.03143248,0.65878772
Debbie,sabanus-F-75542,F,sabanus,Saba,1,1,,46,80,37,23,49.9556016,50.8966791,6.90547688,6.72527338,13.6307503,12.3952843,10.3305268,22.725811,6.66404924,4.37533883,20.2714937,13.203805,6.36809555,12.3579556,4.64505225,1.66275783,1.90308999,1.56820172,1.36172784,1.13451976,1.35651939,0.8237382,0.64101169,1.1206991,0.80400957,1.09194663,0.6669906
Debbie,sabanus-F-R134696,F,sabanus,Saba,1,1,,54,93,45,27,62.4721121,63.4007418,9.74338085,7.71576595,17.4591468,13.1933902,12.2492904,25.4426806,9.35816709,7.02218468,25.4582841,17.3625187,9.29910584,15.1542722,5.38793041,1.73239376,1.96848295,1.65321251,1.43136376,1.24202302,1.40556287,0.9711908,0.84647225,1.23961273,0.96844119,1.18053508,0.73142198
Debbie,sabanus-F-R134703,F,sabanus,Saba,1,1,,46,82,38,22,54.5855458,55.4663355,6.77071193,6.54626941,13.3169813,10.3878004,9.5675094,19.9553098,8.71003146,7.27773101,22.6068694,14.5133479,8.05120312,12.876372,4.55451603,1.66275783,1.91381385,1.5797836,1.34242268,1.12440579,1.30005847,0.94001972,0.861996,1.16176761,0.90586078,1.10979351,0.65844223
Debbie,sabanus-F-R134705,F,sabanus,Saba,1,1,,46,81.5,39,24,53.1803174,54.2694719,7.56864524,6.9577176,14.5263628,10.1129134,9.21849178,19.3314052,5.70464289,5.49451193,22.9815867,14.9288413,7.49260667,13.3159125,4.69813578,1.66275783,1.91115761,1.59106461,1.38021124,1.16215689,1.28626342,0.75622846,0.73992912,1.1740261,0.87463293,1.12437093,0.67192556
Debbie,sabanus-M-R134653,M,sabanus,Saba,1,1,,61,115,43,28,69.0554809,71.2691997,10.9759969,8.97811729,19.9541142,16.6583175,13.7516289,30.4099464,11.9039143,8.16432259,28.950469,18.9605036,11.2474548,17.5564421,6.38864505,1.78532984,2.06069784,1.63346846,1.44715803,1.30003245,1.48301565,1.07568979,0.91192016,1.27784987,1.05105426,1.24443651,0.80540876
Debbie,sabanus-M-R134654,M,sabanus,Saba,1,1,,54,103.5,36,25,63.7083745,64.5200124,9.89357896,7.46355459,17.3571336,14.093342,11.7193857,25.8127277,8.27409345,6.57553035,26.906647,17.3444372,8.4652893,15.7847439,5.08144241,1.73239376,2.01494035,1.5563025,1.39794001,1.23947801,1.4118339,0.91772042,0.81793079,1.23916021,0.9276418,1.19823754,0.70598701
Debbie,sabanus-M-R134688,M,sabanus,Saba,1,1,,52,95.5,39,27,61.5770883,62.2160243,9.40693823,8.05947529,17.4664135,12.1210417,10.965688,23.0867297,9.56847536,8.02594258,26.2402754,16.4651349,7.67828927,14.2824057,5.09772031,1.71600334,1.98000337,1.59106461,1.43136376,1.24220374,1.36336242,0.98084274,0.90449605,1.21656529,0.88526447,1.15480137,0.707376
Debbie,sabanus-M-R134689,M,sabanus,Saba,1,1,,55.5,100,43,28,64.5361472,65.3253801,7.93760707,8.29712274,16.2347298,13.1628632,12.7481243,25.9109875,8.97273246,6.56598491,26.8759989,18.0703977,9.32125386,16.1416411,5.55087621,1.74429298,2,1.63346846,1.44715803,1.21044507,1.41348396,0.95292472,0.81729988,1.25696771,0.96947434,1.20794769,0.74436154
Debbie,sabanus-M-R134697,M,sabanus,Saba,1,1,,44,93.5,41,26,62.1712981,62.8489328,8.54783154,8.37634322,16.9241748,14.8825723,12.2279811,27.1105534,9.39630892,6.69021939,24.2699898,17.731755,9.74095422,14.2277118,5.05542939,1.64345268,1.97081161,1.61278386,1.41497335,1.2285075,1.43313838,0.97295729,0.82544036,1.24875172,0.9886015,1.15313506,0.70375805
Lela,sagrei-F-55650,F,sagrei,Cuba,61,15,TG,40,62,32,17,30.9642558,61.1579329,10.1092286,5.38173452,15.4909631,6.43967519,8.11858412,14.5582593,5.66933196,15.113304,14.6618974,14.9655268,,12.0643014,3.88649016,1.60205999,1.79239169,1.50514998,1.23044892,1.19007842,1.16310945,0.75353189,1.17935942,1.17509201,,1.08150218,0.58955757
Lela,sagrei-F-74068,F,sagrei,Cuba,61,15,TG,45,79,29,19,37.3060858,63.9766876,9.92740786,5.26149615,15.188904,9.93234657,7.08696138,17.0193079,8.21440042,11.822467,19.2046569,12.6415748,7.93722114,9.72150099,3.86341052,1.65321251,1.89762709,1.462398,1.2787536,1.18152644,1.2309419,0.91457587,1.07270811,1.10180118,0.89966848,0.98773332,0.58697086
Lela,sagrei-F-74070,F,sagrei,Cuba,61,15,TG,43,73,32,18,36.9618374,59.6461086,10.9015473,4.38648507,15.2880324,9.94939978,7.44104217,17.390442,5.45574763,10.6420018,17.4003164,17.4181784,6.20405734,13.9035916,3.65297565,1.63346846,1.86332286,1.50514998,1.25527251,1.18435159,1.24031062,0.73685427,1.02702333,1.24100273,0.7926758,1.143127,0.56264678
Lela,sagrei-F-8557,F,sagrei,Cuba,61,15,TG,42,76,33,19,31.830244,64.0242797,14.5344967,6.11972793,20.6542246,11.7510014,7.38812456,19.139126,6.10419686,7.05039944,18.4333505,10.4196646,7.35788984,9.31454868,3.41629434,1.62324929,1.88081359,1.51851394,1.2787536,1.3150089,1.2819221,0.78562853,0.84821372,1.01785374,0.86675328,0.96916182,0.53355528
Lela,sagrei-F-93528,F,sagrei,Cuba,61,15,TG,33,67,28,16,31.614676,49.6763846,7.58178184,4.21515495,11.7969368,10.5540775,7.01112159,17.565199,6.66196011,4.05953058,13.4377917,15.8928074,,13.1986766,3.23555698,1.51851394,1.8260748,1.44715803,1.20411998,1.07176925,1.24465308,0.82360203,0.60847582,1.20120062,,1.12053039,0.50994905
Lela,sagrei-M-10890,M,sagrei,Cuba,61,15,TG,54,114,31,18,47.6778015,67.4928985,9.39323722,6.70702024,16.1002575,8.92876933,9.92264505,18.8514144,8.08970097,10.6665291,22.4720271,16.5414981,,11.1703234,4.06022817,1.73239376,2.05690485,1.49136169,1.25527251,1.20683282,1.27534394,0.90793247,1.02802312,1.21857484,,1.04806575,0.60855044
Lela,sagrei-M-74062,M,sagrei,Cuba,61,15,TG,52,108,32,17,46.2434372,67.1027174,12.3642934,4.28018749,16.6444808,10.1246903,10.6522234,20.7769137,6.94188582,12.906749,20.4704311,20.1073919,4.93277963,14.4656103,4.44342522,1.71600334,2.03342376,1.50514998,1.23044892,1.22127025,1.31758104,0.84147747,1.11081686,1.30335574,0.69309171,1.16033676,0.64771788
Lela,sagrei-M-8550,M,sagrei,Cuba,61,15,TG,58,118,33,18,52.2651432,71.4492029,9.55353678,6.55831317,16.1118499,12.1477182,11.4014221,23.5491404,10.5149041,13.1437399,24.8437855,21.6065397,5.97755575,15.7909147,5.20130878,1.76342799,2.07188201,1.51851394,1.25527251,1.20714541,1.37197506,1.02180532,1.11871896,1.33458522,0.77652364,1.19840729,0.71611264
Lela,sagrei-M-8594,M,sagrei,Cuba,61,15,TG,50,105,32,17,46.6308305,63.5907815,9.40102277,6.20600072,15.6070235,10.3345866,9.1778767,19.5124633,8.15263141,16.0871574,18.1610181,19.7469492,4.9904107,14.4884928,4.15952287,1.69897,2.0211893,1.50514998,1.23044892,1.19332008,1.2903121,0.91129781,1.20647931,1.29550001,0.69813629,1.16102321,0.61904352
Lela,sagrei-M-93525,M,sagrei,Cuba,61,15,TG,54,113,33,19,45.7636084,67.8853772,13.5493616,6.84175611,20.3911177,13.0076058,17.6463536,30.6539594,7.70112695,15.3814865,20.3731764,17.6518038,4.27078009,13.4750308,4.38639274,1.73239376,2.05307844,1.51851394,1.2787536,1.30944103,1.48648658,0.88655428,1.18699831,1.24678909,0.63050721,1.12952977,0.64210751
Lela,scriptus-F-185264,F,scriptus,South Caicos,1,1,,46,91,29,19,40.33356,60.1033541,11.5433796,5.18950723,16.7328868,11.436505,10.0177663,21.4542714,5.6496939,10.7565757,18.324336,12.2074086,9.98956562,10.5774852,4.34447062,1.66275783,1.95904139,1.462398,1.2787536,1.22357087,1.33151377,0.75202492,1.03167404,1.08662348,0.9995466,1.02438243,0.63793686
Lela,scriptus-F-185268,F,scriptus,South Caicos,1,1,,47,97,30,19,36.831001,61.2407191,10.6665965,4.8310072,15.4976037,10.8568782,9.70507693,20.5619551,9.67798571,10.9300646,18.1100015,13.8153782,8.77617173,10.507896,4.17925954,1.67209786,1.98677173,1.47712125,1.2787536,1.19026455,1.31306441,0.98578498,1.03862273,1.14036278,0.94330511,1.02151577,0.62109934
Lela,scriptus-F-185269,F,scriptus,South Caicos,1,1,,44,88,28,16,38.8716487,62.8109072,11.8526154,5.45120111,17.3038165,11.9197115,8.97793842,20.8976499,6.61151681,9.42241695,15.9476592,14.2784202,7.80207345,10.5008368,3.90404006,1.64345268,1.94448267,1.44715803,1.20411998,1.2381419,1.32009745,0.82030111,0.97416232,1.15468016,0.89221003,1.02122391,0.59151427
Lela,scriptus-F-185270,F,scriptus,South Caicos,1,1,,40,84,27,18,31.6370634,59.312534,11.045192,4.84503855,15.8902305,13.1234022,9.73794231,22.8613445,8.55549261,7.46079422,17.4710875,12.0508787,9.66713357,10.7231718,3.43711036,1.60205999,1.92427929,1.43136376,1.25527251,1.2011302,1.35910177,0.93224502,0.87278506,1.08101871,0.98529772,1.03032326,0.53619348
Lela,scriptus-F-185425,F,scriptus,South Caicos,1,1,,47,91,33,20,42.823859,63.9439476,10.5199116,6.51259185,17.0325034,14.416391,10.3555872,24.7719782,6.66169813,8.88848212,18.9751271,21.7304829,10.5632351,19.1270112,5.45471207,1.67209786,1.95904139,1.51851394,1.30103,1.23127848,1.39396069,0.82358495,0.9488276,1.33706938,1.02379695,1.28164711,0.73677183
Lela,scriptus-M-185253,M,scriptus,South Caicos,1,1,,57,122,35,22,48.1909341,72.5398647,14.2046056,7.17187878,21.3764844,15.1607344,13.88098,29.0417145,6.31950367,,22.0460418,17.3037874,6.18840708,12.7846171,5.1518329,1.75587486,2.08635983,1.54406804,1.34242268,1.32993628,1.46302225,0.80068297,,1.23814117,0.79157887,1.10668772,0.71196177
Lela,scriptus-M-185326,M,scriptus,South Caicos,1,1,,59,120,34,22,48.5542363,77.6604396,18.3915029,6.98903784,25.3805407,14.411883,13.2206465,27.6325295,7.15593703,,25.6566407,18.2490525,7.10288152,13.1435378,5.11680398,1.77085201,2.07918125,1.53147892,1.34242268,1.40450087,1.44142064,0.85466651,,1.26124032,0.85143457,1.11871228,0.70899878
Lela,scriptus-M-185331,M,scriptus,South Caicos,1,1,,59,129,35,25,51.7626914,69.1873107,9.1957347,6.65394201,15.8496767,7.98957849,10.2046044,18.1941829,9.18120799,15.1043761,22.5790523,24.5635857,7.49850759,18.4341301,5.73437929,1.77085201,2.11058971,1.54406804,1.39794001,1.20002041,1.25993256,0.96289983,1.17910279,1.39029176,0.87497484,1.26562265,0.75848642
Lela,scriptus-M-54139,M,scriptus,South Caicos,1,1,,59,120,32,20,48.9186378,72.9373873,8.34443752,8.3825231,16.7269606,13.55421,14.9211783,28.4753883,11.2195279,15.494695,22.5186097,15.4345129,5.23377588,12.5784232,5.08612866,1.77085201,2.07918125,1.50514998,1.30103,1.22341703,1.45446965,1.04997458,1.19018303,1.18849293,0.71881512,1.0996262,0.70638734
Lela,scriptus-M-54140,M,scriptus,South Caicos,1,1,,59,114,33,22,49.8706492,67.6498531,10.8726768,7.8102228,18.6828996,14.3765158,11.9116659,26.2881817,9.67065117,11.9234032,24.3634982,23.301764,7.61649995,19.2781581,4.87390164,1.77085201,2.05690485,1.51851394,1.34242268,1.27144428,1.41976055,0.98545572,1.07640023,1.3673888,0.88175544,1.28506554,0.68787676
Lela,sheplani-F-GLOR4124,F,sheplani,Hispaniola,41,7,TW,41,46,22,14,,,,,,,,,,,,,,,,1.61278386,1.66275783,1.34242268,1.14612804,,,,,,,,
Lela,sheplani-F-Mahler0203,F,sheplani,Hispaniola,41,7,TW,47,,23,14,,,,,,,,,,,,,,,,1.67209786,,1.36172784,1.14612804,,,,,,,,
Lela,sheplani-F-POE0627,F,sheplani,Hispaniola,41,7,TW,26,31,21,14,22.7516003,35.8360722,3.05911897,2.80593965,5.86505862,4.31637494,3.02932582,7.34570076,10.1483547,10.9360145,10.2773457,8.26132163,3.74258158,6.05516707,2.52320267,1.41497335,1.49136169,1.32221929,1.14612804,0.76827236,0.86603323,1.00639564,1.03885908,0.91704953,0.57317128,0.78212613,0.40195214
Lela,sheplani-M-POE0622,M,sheplani,Hispaniola,41,7,TW,40,41,21,15,35.3220957,47.2144067,5.25903518,3.24644885,8.50548404,5.70316113,4.0664443,9.76960543,13.2090269,13.7833814,18.3668733,10.8222238,2.5571886,8.48672384,3.34780067,1.60205999,1.61278386,1.32221929,1.17609126,0.92969903,0.98987702,1.12087082,1.13935577,1.03431651,0.40776276,0.92874007,0.52475959
Lela,sheplani-M-POE0624,M,sheplani,Hispaniola,41,7,TW,38,42,24,16,36.4863188,44.9723651,3.98214505,3.65397021,7.63611526,5.51728934,3.72914368,9.24643302,13.0928586,13.1084294,16.3716952,13.3681991,3.8881889,10.4921693,3.27640346,1.5797836,1.62324929,1.38021124,1.20411998,0.88287247,0.96597423,1.11703448,1.11755066,1.12607291,0.58974736,1.02086529,0.51539738
Lela,sheplani-M-POE0667,M,sheplani,Hispaniola,41,7,TW,39,40,22,17,36.2866565,45.5673967,7.48130639,3.00512166,10.4864281,6.78876421,3.28186216,10.0706264,11.204681,14.181596,16.4235522,11.0535708,3.40523925,8.60159302,3.15498132,1.59106461,1.60205999,1.34242268,1.23044892,1.02062758,1.00305648,1.0493995,1.15172511,1.0435026,0.53214763,0.93457889,0.49899679
Lela,singularis-F-124633,F,singularis,Hispaniola,41,7,TC,42,70,37,25,36.5464041,52.6389746,12.5317485,5.47107109,18.0028196,7.56485484,8.27262287,15.8374777,6.58289589,9.58007297,13.4931633,15.7682198,5.61130804,12.7489774,3.77141172,1.62324929,1.84509804,1.56820172,1.39794001,1.25534053,1.19968602,0.81841699,0.98136882,1.19778267,0.74906411,1.10547535,0.57650395
Lela,singularis-F-124640,F,singularis,Hispaniola,41,7,TC,47,72,36,24,38.3385706,53.542217,17.3935874,5.70931828,23.1029057,14.0104585,9.5128798,23.5233383,7.54609076,,17.442603,14.5774501,3.35928244,10.7858418,3.40725972,1.67209786,1.8573325,1.5563025,1.38021124,1.3636666,1.37149895,0.87772202,,1.16368156,0.52624652,1.03285405,0.53240524
Lela,singularis-F-124641,F,singularis,Hispaniola,41,7,TC,43,64,36,23,35.3968357,57.4300708,10.8714142,4.42218891,15.2936032,8.36500399,7.20810005,15.573104,7.51892041,10.0257531,17.6078106,15.9180965,7.1797098,12.4690492,3.49245252,1.63346846,1.80617997,1.5563025,1.36172784,1.18450982,1.19237519,0.87615549,1.00111701,1.20189113,0.85610689,1.09583334,0.54313051
Lela,singularis-F-124642,F,singularis,Hispaniola,41,7,TC,37,56,35,23,28.9867937,55.4711936,5.2918833,4.70528097,9.99716426,7.05297392,7.52299975,14.5759737,7.19433082,9.85123851,14.1954806,12.3894475,,9.59521843,4.26856103,1.56820172,1.74818803,1.54406804,1.36172784,0.99987683,1.16363758,0.8569904,0.99349083,1.09305194,,0.98205487,0.63028149
Lela,singularis-F-125535,F,singularis,Hispaniola,41,7,TC,42,60,34,20,36.3872592,58.3181422,11.9747966,4.45722932,16.432026,6.00099305,10.9072278,16.9082209,6.29621391,10.7778685,14.2902781,11.8211341,,9.07115508,3.50460055,1.62324929,1.77815125,1.53147892,1.30103,1.21569111,1.22809791,0.79907947,1.03253288,1.07265914,,0.95766259,0.54463852
Lela,singularis-M-124637,M,singularis,Hispaniola,41,7,TC,66,112,39,20,59.5544119,73.4221876,14.2135228,8.35007608,22.5635989,11.5277775,11.0467929,22.5745704,9.69668137,14.6398406,24.1571744,25.9773545,7.49773474,21.2485862,6.01241576,1.81954394,2.04921802,1.59106461,1.30103,1.35340837,1.35361949,0.98662313,1.16553635,1.41459492,0.87493007,1.32733004,0.779049
