Digitizer,ID,Sex,Species,Island,Species#,friends,Ecomorph,SVLruler,Taillength,Footlamellae,Handlamellae,SVL1,SVL2,Humerus,Ulna,Forelimb,Femur,Tibia,Hindlimb,Pectoral,Pelvic,MBlength,Headlength,HeadDepth,Jawlength,EyeDiam,logSVL,logtail,logfootlamellae,loghandlamellae,logforelimb,loghindlimb,logpectoral,logpelvic,logheadlength,logheaddepth,logjawlength,logeyediamter
Lela,acutus-F-10128,F,acutus,St. Croix,1,2,,39,80,34,19,35.5167179,58.8975669,9.50432028,6.22912298,15.7334433,14.4242714,8.68110244,23.1053739,9.90472385,7.90177248,16.6858327,17.8707147,10.1743945,14.7208621,3.47430241,1.59106461,1.90308999,1.53147892,1.2787536,1.19682378,1.363713,0.99584237,0.89772452,1.25214192,1.00750857,1.16793325,0.54086762
Lela,acutus-F-127440,F,acutus,St. Croix,1,2,,38,78,35,21,36.7326258,64.5378492,12.3620377,6.39699996,18.7590376,16.4021819,7.57136407,23.9735459,5.37403622,5.17098024,14.5831054,16.106541,12.547326,13.0108332,3.69116066,1.5797836,1.8920946,1.54406804,1.32221929,1.27321055,1.37973228,0.73030059,0.71357288,1.20700228,1.09855118,1.11430511,0.56716295
Lela,acutus-F-34775,F,acutus,St. Croix,1,2,,42,84,34,22,36.3810053,67.2835036,17.523572,6.3691068,23.8926788,12.6193558,8.14480795,20.7641637,6.25802141,5.82458914,15.7771448,10.9773871,,8.15425464,4.0550036,1.62324929,1.92427929,1.53147892,1.34242268,1.37826484,1.31731444,0.79643704,0.7652653,1.04049898,,0.91138427,0.60799124
Lela,acutus-F-42373,F,acutus,St. Croix,1,2,,39,68,34,20,30.6446348,61.5322291,10.5682635,6.76452701,17.3327905,10.6565695,7.28308535,17.9396549,8.38044564,,14.904904,8.8360312,11.2879309,6.79132195,4.05400839,1.59106461,1.83250891,1.53147892,1.30103,1.23886849,1.25381408,0.92326711,,0.94625724,1.05261434,0.83195432,0.60788464
Lela,acutus-F-92647,F,acutus,St. Croix,1,2,,44,79,34,20,40.6196443,64.9073111,14.2974208,6.34026277,20.6376836,12.3103367,11.459432,23.7697687,6.73434002,,16.2670431,16.3688,11.6994674,12.9989683,4.32165238,1.64345268,1.89762709,1.53147892,1.30103,1.31466095,1.37602496,0.82829504,,1.21401684,1.06816609,1.11390889,0.63564983
Lela,acutus-M-127449,M,acutus,St. Croix,1,2,,63,127,37,24,53.51328,79.8693155,15.7318669,9.68050028,25.4123672,15.7662791,13.6235608,29.3898399,9.35417287,8.45568935,25.5158098,20.1370166,5.96885422,15.2189469,5.9693615,1.79934055,2.10380372,1.56820172,1.38021124,1.40504512,1.46819722,0.97100539,0.92714902,1.30399513,0.77589097,1.1823846,0.77592788
Lela,acutus-M-34756,M,acutus,St. Croix,1,2,,55,111,38,23,48.237413,69.4904771,15.6216435,5.6407861,21.2624296,13.368027,7.50628916,20.8743161,8.38766812,7.59713731,20.2356178,21.5521924,,17.9276964,5.09709528,1.74036269,2.04532298,1.5797836,1.36172784,1.32761289,1.31961226,0.92364124,0.88064998,1.33349146,,1.25352449,0.70732275
Lela,acutus-M-34759,M,acutus,St. Croix,1,2,,62,116,34,20,54.8169004,78.7172512,14.1911512,8.07642129,22.2675724,22.7459419,11.5562506,34.3021924,9.44560494,7.12570029,22.8057848,20.839314,4.28214316,15.6389646,5.70412162,1.79239169,2.06445799,1.53147892,1.30103,1.34767287,1.53532188,0.97522978,0.85282755,1.31888342,0.63166118,1.194208,0.75618878
Lela,acutus-M-34764,M,acutus,St. Croix,1,2,,60,111,40,23,51.502304,81.2464771,14.4081198,8.63709694,23.0452167,14.81688,11.815978,26.6328579,9.07893561,9.06273208,23.548669,18.0968332,3.43313329,13.6715199,5.83326987,1.77815125,2.04532298,1.60205999,1.36172784,1.3625808,1.42541777,0.95803494,0.95725914,1.25760258,0.53569067,1.1358168,0.76591207
Lela,acutus-M-92650,M,acutus,St. Croix,1,2,,56,104,34,21,47.1605602,81.5155104,17.9091419,7.22872787,25.1378698,15.891735,11.6606012,27.5523361,6.72291898,6.73766237,21.1105284,16.2466906,,11.6059611,4.56932856,1.74818803,2.01703334,1.53147892,1.32221929,1.40032847,1.44015843,0.82755788,0.82850924,1.21076491,,1.06468111,0.65985239
Lela,aeneus-F-122137,F,aeneus,Grenada,2,2,,49,103,35,20,50.510787,64.9153208,9.95340681,6.45118273,16.4045895,7.54266393,10.7953791,18.338043,6.72419854,5.14980003,21.7716045,15.4036312,4.42206658,14.0460115,4.81619145,1.69019608,2.01283722,1.54406804,1.30103,1.21496537,1.26335299,0.82764053,0.71179037,1.18762311,0.64562528,1.14755302,0.68270374
Lela,aeneus-F-145426,F,aeneus,Grenada,2,2,,45,85,38,24,42.6064293,61.1824423,15.8518644,5.29449845,21.1463628,12.9195747,7.32126599,20.2408407,6.01865224,6.14481139,17.4487036,22.4456634,6.57565734,18.0120029,4.28120011,1.65321251,1.92941893,1.5797836,1.38021124,1.32523568,1.30622855,0.77949925,0.78850856,1.35113245,0.81793917,1.25556201,0.63156553
Lela,aeneus-F-145435,F,aeneus,Grenada,2,2,,45,96,42,24,37.0844889,64.5458691,13.1818001,3.7060263,16.8878264,14.6071858,8.83066232,23.4378481,7.58591684,,16.9817973,11.1472176,,12.6731971,4.64315335,1.65321251,1.98227123,1.62324929,1.38021124,1.22757376,1.36991773,0.88000808,,1.04716648,,1.10288619,0.66681303
Lela,aeneus-F-145443,F,aeneus,Grenada,2,2,,45,96,38,22,41.703314,67.1553105,14.3210516,3.69158633,18.0126379,12.045603,6.94761781,18.9932208,5.72715541,5.74380254,18.1909731,18.0921954,6.02352907,14.7171027,4.48603859,1.65321251,1.98227123,1.5797836,1.34242268,1.25557732,1.27859862,0.75793897,0.7591995,1.25749127,0.77985101,1.16782232,0.651863
Lela,aeneus-F-145492,F,aeneus,Grenada,2,2,,46,98,37,23,40.3088005,68.7021337,12.4764906,5.81796998,18.2944606,8.28480878,9.08705313,17.3718619,7.16973117,6.56990481,19.6684905,12.8560666,8.47962468,9.77293087,6.29922884,1.66275783,1.99122608,1.56820172,1.36172784,1.26231961,1.23984637,0.85550287,0.81755908,1.10910811,0.92837663,0.99002483,0.79928739
Lela,aeneus-M-145478,M,aeneus,Grenada,2,2,,49,102,37,22,42.553576,68.6695269,20.6242551,6.47178296,27.096038,15.6134212,8.13417167,23.7475929,8.28486396,6.91869977,19.3995253,17.3774265,4.504144,13.5740262,4.08494936,1.69019608,2.00860017,1.56820172,1.34242268,1.43290579,1.37561959,0.91828538,0.84002449,1.23998546,0.65361227,1.13270868,0.61118668
Lela,aeneus-M-81797,M,aeneus,Grenada,2,2,,58,113,36,23,48.4887748,77.5498369,17.7334062,7.17478227,24.9081885,15.1862237,10.6025953,25.7888189,7.58194288,6.97800906,24.1885014,17.5741444,7.39856688,12.9727964,4.98021972,1.76342799,2.05307844,1.5563025,1.36172784,1.39634214,1.41143145,0.87978051,0.84373153,1.24487419,0.8691476,1.1130336,0.6972485
Lela,aeneus-M-81801,M,aeneus,Grenada,2,2,,63,129,39,23,56.2055663,79.9107549,18.3787169,8.1990684,26.5777853,14.4116119,11.1738397,25.5854516,9.72034393,7.64413967,25.4309838,21.1584421,8.04575898,17.0042614,5.43914733,1.79934055,2.11058971,1.59106461,1.36172784,1.42451879,1.40799309,0.98768163,0.88332861,1.32548369,0.90556702,1.23055777,0.73553082
Lela,aeneus-M-84981,M,aeneus,Grenada,2,2,,51,100,40,24,45.6324348,69.6582033,13.2283081,7.00153411,20.2298422,13.4542031,8.59126915,22.0454723,8.15036235,6.56496882,19.2104529,20.8309759,8.93447565,15.8721228,4.56915529,1.70757018,2,1.60205999,1.38021124,1.30599249,1.34331941,0.91117692,0.81723267,1.31870962,0.95106907,1.20063502,0.65983592
Lela,aeneus-M-84982,M,aeneus,Grenada,2,2,,52,109,39,24,43.7910883,73.6937619,18.6428183,7.28444935,25.9272676,15.626725,9.928062,25.554787,7.91000344,5.22763896,21.6304524,15.4708363,7.5734091,12.2785525,4.6500299,1.71600334,2.0374265,1.59106461,1.38021124,1.41375675,1.40747227,0.89817667,0.71830559,1.18951379,0.87929142,1.08914717,0.66745575
Debbie,allisoni-F-38433,F,allisoni,Cuba,61,15,TC,54,113.5,43,28,56.2255039,59.4595036,7.51313632,6.34989273,13.8630291,12.289545,9.14197058,21.4315156,8.89283152,5.76636943,27.5365628,16.6181501,7.1591854,13.7212717,4.41147516,1.73239376,2.05499586,1.63346846,1.44715803,1.14185813,1.33105289,0.94904006,0.76090246,1.22058268,0.85486361,1.13739436,0.64458384
Debbie,allisoni-F-60879,F,allisoni,Cuba,61,15,TC,46,93,39,24,51.2061664,52.6913949,7.55709887,5.86565642,13.4227553,9.2290623,8.54799683,17.7770591,3.29208283,5.9788655,23.3519727,15.3494011,6.51173823,13.0007124,4.46017887,1.66275783,1.96848295,1.59106461,1.38021124,1.12784167,1.24985992,0.51747075,0.77661878,1.18609143,0.81369693,1.11396715,0.64935228
Debbie,allisoni-F-60904,F,allisoni,Cuba,61,15,TC,52,,45,28,55.4061447,58.3900384,7.91261566,6.78987925,14.7024949,10.7919694,9.64138458,20.433354,4.85490965,7.96219844,25.8569571,16.6299556,7.30515638,14.6631188,4.44335396,1.71600334,,1.65321251,1.44715803,1.16739104,1.31033966,0.68618115,0.901033,1.22089109,0.86362952,1.16622635,0.64771091
Debbie,allisoni-F-63658,F,allisoni,Cuba,61,15,TC,47,99,43,27,49.402571,52.33636,7.65157888,5.63972267,13.2913015,11.313138,8.97342024,20.2865582,5.66364482,4.83239787,21.3901522,16.2405845,9.11082919,14.3090482,4.1281097,1.67209786,1.99563519,1.63346846,1.43136376,1.12356751,1.30720837,0.75309601,0.68416268,1.21060165,0.9595579,1.15561075,0.61575123
Debbie,allisoni-F-63659,F,allisoni,Cuba,61,15,TC,52,91,43,29,57.0291705,58.4352572,7.13649214,5.97246108,13.1089532,11.4576142,9.18104663,20.6386608,8.10242289,5.12795106,23.045841,17.2964555,7.73704333,14.3949786,4.6044946,1.71600334,1.95904139,1.63346846,1.462398,1.11756801,1.31468151,0.90861491,0.70994387,1.23795711,0.88857503,1.15821102,0.66318197
Debbie,allisoni-M-60876,M,allisoni,Cuba,61,15,TC,63,128,47,30,62.5156179,68.0925151,9.64830079,7.74339593,17.3916967,13.6430216,12.3753895,26.0184111,9.17780285,7.83863448,25.4727044,22.1422994,9.90417321,20.0267632,5.43061608,1.79934055,2.10720997,1.67209786,1.47712125,1.24034195,1.41528077,0.96273872,0.89424041,1.34522272,0.99581823,1.30161076,0.7348491
Debbie,allisoni-M-60882,M,allisoni,Cuba,61,15,TC,55,123,42,28,57.2089146,61.3456865,8.48984422,7.24568642,15.7355306,14.3418602,9.86098795,24.2028482,8.45317849,6.9411675,25.7437087,18.0271315,7.51424813,16.5605019,5.50055798,1.74036269,2.08990511,1.62324929,1.44715803,1.19688139,1.38386648,0.92702004,0.84143252,1.25592663,0.87588553,1.21907349,0.74040675
Debbie,allisoni-M-60902,M,allisoni,Cuba,61,15,TC,66,129,44,27,70.6331219,74.2082496,9.7224632,8.3437785,18.0662417,15.0094534,13.4219744,28.4314278,8.52923142,9.57731611,25.8844591,26.7462116,12.19821,23.918645,6.67706749,1.81954394,2.11058971,1.64345268,1.43136376,1.25686782,1.45379867,0.9309099,0.98124382,1.42726228,1.08629611,1.37873657,0.82458577
Lela,allisoni-M-60907,M,allisoni,Cuba,61,15,TC,74,145,,31,63.2243679,83.4002254,8.93917637,8.37246878,17.3116452,12.2859735,10.8037307,23.0897042,13.2397289,11.4415206,24.8713272,23.0163238,7.69457596,19.4483377,5.30263459,1.86923172,2.161368,,1.49136169,1.23833834,1.36341837,1.12187909,1.05848375,1.36203596,0.88618469,1.28888249,0.7244917
Debbie,allisoni-M-60928,M,allisoni,Cuba,61,15,TC,67,129,41,29,72.8909695,75.9953887,10.170083,8.33347103,18.503554,13.7600234,14.0621744,27.8221978,7.42028278,7.6035537,29.9142873,23.4431473,10.6908812,20.6545066,5.55254688,1.8260748,2.11058971,1.61278386,1.462398,1.26725515,1.44439143,0.87042046,0.88101662,1.37001592,1.0290135,1.31501483,0.74449223
Debbie,alutaceus-F-12219,F,alutaceus,Cuba,61,NA,GB,27,74.5,27,17,29.7372425,31.8424783,4.57508019,2.93439806,7.50947825,8.35525651,8.05437056,16.4096271,2.60611686,4.38933146,13.3982027,9.62923422,5.86296698,6.8129464,2.49889673,1.43136376,1.87215627,1.43136376,1.23044892,0.87560976,1.21509871,0.41599389,0.64239838,0.98359175,0.76811745,0.83333497,0.39774831
Debbie,alutaceus-F-21869,F,alutaceus,Cuba,61,NA,GB,32,82,29,15,36.8981252,38.0823036,4.79549766,3.01421828,7.80971594,9.9047233,8.40056481,18.3052881,2.99996204,5.43944482,15.3170255,9.93623931,5.73088651,8.46053653,2.89273005,1.50514998,1.91381385,1.462398,1.17609126,0.89263524,1.26257657,0.47711576,0.73555458,0.99722204,0.75822181,0.9273979,0.46130791
Debbie,alutaceus-F-73934,F,alutaceus,Cuba,61,NA,GB,32,86,27,14,35.5479486,38.89297,5.81458404,3.76939964,9.58398368,9.81276815,8.25838594,18.0711541,3.38003218,3.76359144,16.0555467,10.6962047,6.76987253,8.70694216,3.29490203,1.50514998,1.93449845,1.43136376,1.14612804,0.98154607,1.25698589,0.52892084,0.57560247,1.02922971,0.83058049,0.93986566,0.51784251
Debbie,alutaceus-F-8466,F,alutaceus,Cuba,61,NA,GB,32,81.5,29,15,35.8759698,37.8958171,5.63572833,4.45372535,10.0894537,10.4330098,7.0731449,17.5061547,2.89116786,4.34566192,16.849299,10.6035995,6.51740471,7.70127953,3.15797713,1.50514998,1.91115761,1.462398,1.17609126,1.00386765,1.24319076,0.46107331,0.63805594,1.02545332,0.81407469,0.88656289,0.49940898
Debbie,alutaceus-F-R173611,F,alutaceus,Cuba,61,NA,GB,33,84,27,16,30.3074128,36.9244117,4.25669353,3.29455486,7.55124839,9.14623536,7.36326949,16.5095049,3.51183039,4.43493007,16.1695447,9.89551668,6.69001866,8.35328642,3.12468745,1.51851394,1.92427929,1.43136376,1.20411998,0.87801876,1.21773405,0.54553353,0.64688678,0.99543848,0.82542733,0.92185737,0.49480658
Debbie,alutaceus-M-73933,M,alutaceus,Cuba,61,NA,GB,,,28,15,35.9605435,39.1043892,4.74605429,4.73985066,9.48590495,9.62397862,8.54712939,18.171108,1.6244273,5.17468482,15.6030318,10.3561904,5.75727852,9.16243021,3.59027204,,,1.44715803,1.17609126,0.97707877,1.25938141,0.21070028,0.7138839,1.01520003,0.76021724,0.96201068,0.55512736
Debbie,alutaceus-M-73935,M,alutaceus,Cuba,61,NA,GB,,,30,15,38.0681876,41.4575528,5.52705461,4.39345877,9.92051339,11.2609143,8.39406952,19.6549838,2.91361561,3.61090472,16.9890454,11.2974849,5.87545207,8.7271316,3.95177034,,,1.47712125,1.17609126,0.99653415,1.29347269,0.46443225,0.55761603,1.05298177,0.76904129,0.94087152,0.5967917
Lela,alutaceus-M-73944,M,alutaceus,Cuba,61,NA,GB,,,31,17,30.9716351,56.0231275,4.97701143,4.3240849,9.30109633,7.77763934,7.80295167,15.580591,13.2953635,16.0654949,14.5275674,9.62630216,5.78189206,7.10951847,3.30191124,,,1.49136169,1.23044892,0.96853414,1.19258393,1.12370022,1.20589411,0.98345949,0.76206998,0.85184019,0.51876539
Debbie,alutaceus-M-73952,M,alutaceus,Cuba,61,NA,GB,,,30,17,35.7856134,37.953443,4.46361471,4.78323761,9.24685232,9.30235371,7.08145492,16.3838086,2.25878,4.33634194,16.3350614,11.8436901,5.98001551,9.40796826,2.9284131,,,1.47712125,1.23044892,0.96599392,1.21441487,0.35387393,0.63712352,1.07348704,0.77670231,0.97349584,0.46663234
Debbie,alutaceus-M-93480,M,alutaceus,Cuba,61,NA,GB,,,27,15,36.7438307,38.2555388,5.6480819,4.72935705,10.377439,11.0663876,8.76781486,19.8342024,3.76938821,5.97934889,13.544462,11.1600723,6.16396878,9.60623336,3.30057767,,,1.43136376,1.17609126,1.01609019,1.29741474,0.57627087,0.77665389,1.04766701,0.78986043,0.98255313,0.51858996
Debbie,angusticeps-F-42578,F,angusticeps,Cuba,61,15,TW,37,39,27,16,39.0424475,46.1565576,5.71591114,3.46213694,9.17804808,6.45135386,4.66828241,11.1196363,3.57561014,6.24985826,20.5364239,11.0445107,8.69829988,10.4025268,3.1893822,1.56820172,1.59106461,1.43136376,1.20411998,0.96275033,1.04609058,0.55335016,0.79587017,1.04314648,0.93943438,1.01713884,0.50370657
Debbie,angusticeps-F-59258,F,angusticeps,Cuba,61,15,TW,38,,32,20,43.2570894,47.8437279,7.53310804,4.31896876,11.8520768,7.38168383,5.3895765,12.7712603,2.29535845,6.30464686,20.5170145,12.4937403,8.27765473,11.3642808,3.22499978,1.5797836,,1.50514998,1.30103,1.07379446,1.10623376,0.36085052,0.79966077,1.09669247,0.91790731,1.05554196,0.50852969
Debbie,angusticeps-F-59260,F,angusticeps,Cuba,61,15,TW,35,,28,17,37.8165816,43.4149434,5.7471194,5.29383995,11.0409593,8.82424774,5.04145832,13.8657061,3.73193636,5.83838992,18.469011,11.4624013,8.9888991,10.840309,3.21979246,1.54406804,,1.44715803,1.23044892,1.04300681,1.14194199,0.57193423,0.7662931,1.05927561,0.95370651,1.03504166,0.50782788
Debbie,angusticeps-F-92102,F,angusticeps,Cuba,61,15,TW,36,52,31,20,39.7590896,44.868716,7.46452145,4.04866607,11.5131875,7.38547785,5.73272595,13.1182038,2.87027512,6.29655053,18.4497184,11.0708686,8.20602687,9.44472776,3.24597043,1.5563025,1.71600334,1.49136169,1.30103,1.06119558,1.11787437,0.45792353,0.79910269,1.0441817,0.91413293,0.97518944,0.51134456
Debbie,angusticeps-F-93452,F,angusticeps,Cuba,61,15,TW,35,38,26,18,42.1903556,43.678182,6.4890133,5.21073291,11.6997462,8.85739158,5.25902479,14.1164164,4.72818198,6.79467344,20.1928558,13.0035793,9.47773142,11.9883095,2.8379078,1.54406804,1.5797836,1.41497335,1.25527251,1.06817644,1.14972446,0.67469418,0.83216859,1.11406291,0.9767044,1.07875795,0.45299828
Debbie,angusticeps-M-42526,M,angusticeps,Cuba,61,15,TW,42.5,49,28,20,50.0199428,51.7584277,7.94673222,4.29769836,12.2444306,8.20014954,5.91577228,14.1159218,2.99739358,6.8154024,19.8801503,13.8090209,9.77324763,11.5898224,3.36441902,1.62838893,1.69019608,1.44715803,1.30103,1.08793859,1.14970924,0.47674377,0.8334915,1.14016289,0.9900389,1.06407678,0.52691008
Debbie,angusticeps-M-59246,M,angusticeps,Cuba,61,15,TW,34.5,52,32,21,41.4623867,44.6103296,6.79848154,3.76945948,10.567941,7.84868725,5.44080842,13.2894957,3.96368477,4.40056617,18.3523193,12.7384205,10.56745,12.1599074,3.36423313,1.5378191,1.71600334,1.50514998,1.32221929,1.02399038,1.1235085,0.59809911,0.64350856,1.10511558,1.0239702,1.08493027,0.52688608
Debbie,angusticeps-M-59261,M,angusticeps,Cuba,61,15,TW,40,53.5,29,18,44.6910563,50.0949869,6.10509371,5.53413349,11.6392272,9.66954509,7.01545598,16.6850011,3.83455604,5.1824084,19.475959,15.3062983,10.5458393,13.1580642,3.34660204,1.60205999,1.72835378,1.462398,1.25527251,1.06592415,1.22232624,0.58371509,0.71453163,1.18487017,1.02308115,1.119192,0.52460407
Debbie,angusticeps-M-7956,M,angusticeps,Cuba,61,15,TW,46,,31,21,54.0117809,55.4311971,7.97571177,5.99727032,13.9729821,9.11043854,7.60777789,16.7182164,6.62775142,7.54755546,22.0485164,17.14918,11.864226,14.8417451,3.89234141,1.66275783,,1.49136169,1.32221929,1.1452891,1.22318994,0.82136621,0.87780631,1.23424336,1.07423941,1.17148497,0.59021093
Debbie,angusticeps-M-R171846,M,angusticeps,Cuba,61,15,TW,41,,28,18,51.4608012,52.6680087,7.42585083,4.49675707,11.9226079,8.7320483,6.11961784,14.8516661,4.48364246,7.09114128,19.2034281,17.3516769,9.354499,14.9517078,3.64278563,1.61278386,,1.44715803,1.25527251,1.07637126,1.17177518,0.65163097,0.85071614,1.23934145,0.97102053,1.1746908,0.56143361
Lela,bahorucoensis-F-125539,F,bahorucoensis,Hispaniola,41,9,GB,37,94,32,18,30.4898228,55.5907285,13.8578454,5.23012322,19.0879687,9.5224382,8.89161221,18.4140504,4.8306938,15.5089898,15.8406168,8.91808642,2.37129828,7.48066848,3.70958211,1.56820172,1.97312785,1.50514998,1.25527251,1.28075971,1.26514933,0.68400951,1.19058351,0.95027168,0.37498619,0.87394041,0.56932499
Lela,bahorucoensis-F-155783,F,bahorucoensis,Hispaniola,41,9,GB,35,85,29,20,30.1327985,54.2859071,14.3678022,5.21338947,19.5811917,9.10397359,9.57940483,18.6833784,4.81695846,12.6018738,14.0865613,9.11236973,2.31228433,7.49565615,2.78158493,1.54406804,1.92941893,1.462398,1.30103,1.29183912,1.27145541,0.6827729,1.10043513,0.95963133,0.36404124,0.87480966,0.44429233
Debbie,bahorucoensis-F-125538,F,bahorucoensis,Hispaniola,41,9,GB,35.5,94,27,17,42.5287853,44.3258362,5.08774051,5.72155119,10.8092917,10.997375,10.2587774,21.2561525,7.31098924,4.48531338,20.223109,11.7667352,7.95608841,11.4343377,3.0747452,1.55022835,1.97312785,1.43136376,1.23044892,1.03379724,1.32748466,0.86397614,0.65179279,1.07065598,0.9006996,1.05821101,0.48780913
Debbie,bahorucoensis-F-125539,F,bahorucoensis,Hispaniola,41,9,GB,37,92.5,32,18,45.4166219,48.9108156,7.77176169,5.23252439,13.0042861,10.70709,11.2834142,21.9905042,4.04870902,7.89024314,21.2455772,14.2961635,8.90177162,13.1846062,3.66810298,1.56820172,1.96614173,1.50514998,1.25527251,1.11408651,1.34223519,0.60731656,0.89709039,1.1552195,0.94947645,1.12006716,0.56444152
Debbie,bahorucoensis-F-125540,F,bahorucoensis,Hispaniola,41,9,GB,37,,31,15,47.1431826,47.938671,5.04598246,9.86891504,14.9148975,12.5160144,10.0023766,22.5183909,5.56434712,6.47865118,20.3948202,12.5895569,9.01615231,14.2347065,4.23433431,1.56820172,,1.49136169,1.17609126,1.17362027,1.35253735,0.74541421,0.8114846,1.10001044,0.95502124,1.15334852,0.62678514
Lela,bahorucoensis-M-155432,M,bahorucoensis,Hispaniola,41,9,GB,36,,31,17,34.4252501,56.6901659,8.0960969,5.35904351,13.4551404,8.40887595,8.0891428,16.4980188,6.64135675,,13.3377702,12.7407506,5.80589068,9.66290541,3.956182,1.5563025,,1.49136169,1.23044892,1.12888823,1.21743179,0.82225681,,1.10519502,0.76386885,0.98510773,0.59727626
Debbie,bahorucoensis-M-F1661,M,bahorucoensis,Hispaniola,41,9,GB,46,125,30,17,57.4193461,58.4005888,7.55800205,7.43125835,14.9892604,14.8819131,11.808449,26.6903621,4.2016028,6.93755382,21.1242617,18.4805832,9.2504684,16.7223845,4.8703212,1.66275783,2.09691001,1.47712125,1.23044892,1.1757802,1.42635447,0.62341499,0.84120637,1.26671567,0.96616372,1.2232982,0.6875576
Debbie,bahorucoensis-M-R125508,M,bahorucoensis,Hispaniola,41,9,GB,39,103,31,17,49.8305777,50.7266563,5.70085162,7.97650751,13.6773591,13.4150131,9.31816339,22.7331765,5.56705437,5.20512145,18.1295811,15.7860776,9.07690446,15.6608017,4.25823072,1.59106461,2.01283722,1.49136169,1.23044892,1.13600225,1.35666012,0.74562546,0.71643087,1.19827423,0.95793776,1.19481399,0.62922919
Debbie,bahorucoensis-M-R128312,M,bahorucoensis,Hispaniola,41,9,GB,43,,33,17,55.2010684,55.6017772,5.91049022,8.55767934,14.4681696,14.453263,10.4670712,24.9203342,4.34569158,4.88014734,19.5842202,18.3698987,8.41302559,15.7020637,4.49052946,1.63346846,,1.51851394,1.23044892,1.16041359,1.39655386,0.6380589,0.68843293,1.26410676,0.92495221,1.19595673,0.65229755
Debbie,bahorucoensis-M-R139940,M,bahorucoensis,Hispaniola,41,9,GB,44.5,,31,16,56.5739528,56.9453076,6.32257353,9.4739762,15.7965497,14.9197107,11.464385,26.3840957,4.31792993,6.43796391,21.3027136,18.95924,10.3481729,16.9799099,5.10719295,1.64836001,,1.49136169,1.20411998,1.19856224,1.42134221,0.63527559,0.80874854,1.27782092,1.01486368,1.22993538,0.70818227
Lela,barahonae-F-125506,F,barahonae,Hispaniola,41,9,CG,149,,55,34,142.300129,151.740015,25.8532174,20.5465553,46.3997727,37.8312158,25.9739133,63.805129,30.1221796,26.3683419,63.01364,48.7576514,17.7470317,40.5593373,11.7613546,2.17318627,,1.74036269,1.53147892,1.66651585,1.80485559,1.47888639,1.42108282,1.68804278,1.24912573,1.60809085,1.07045734
Lela,barahonae-F-150086,F,barahonae,Hispaniola,41,9,CG,142,258,53,33,136.260151,140.276974,21.3065187,18.4059024,39.7124211,33.5763119,28.0970486,61.6733605,25.606506,34.9247603,61.104382,40.2582287,17.1326363,37.5028677,12.0489834,2.15228834,2.41161971,1.72427587,1.51851394,1.59892636,1.79009761,1.40835032,1.54313343,1.60485466,1.2338242,1.57406448,1.08095041
Lela,barahonae-F-43819,F,barahonae,Hispaniola,41,9,CG,147,276,45,28,127.075472,143.934197,23.2852515,12.3218868,35.6071383,28.5408821,27.7439974,56.2848795,28.810871,34.3689486,56.9025848,51.293765,12.880287,37.9665672,10.8031405,2.16731733,2.44090908,1.65321251,1.44715803,1.55153707,1.75039174,1.45955639,1.53616625,1.71006458,1.10992554,1.57940133,1.03355002
Lela,barahonae-F-POE0661,F,barahonae,Hispaniola,41,9,CG,143,272,48,31,133.430491,136.715111,22.1310322,19.4323296,41.5633619,30.731418,28.0655512,58.7969692,29.5348439,31.9838587,61.9049439,40.1585961,17.2530925,38.1677169,12.0196138,2.15533604,2.4345689,1.68124124,1.49136169,1.61871067,1.76935494,1.47033468,1.50493086,1.60377852,1.23686695,1.58169618,1.07989052
Lela,barahonae-M-125611,M,barahonae,Hispaniola,41,9,CG,153,268,49,29,147.616963,161.660205,26.5425664,18.2786858,44.8212521,37.2560053,28.8259558,66.0819612,29.6591599,21.311293,64.4644414,47.1329689,15.4176947,37.9571174,10.171472,2.18469143,2.42813479,1.69019608,1.462398,1.65148398,1.82008292,1.47215885,1.3286098,1.6733248,1.18801944,1.57929322,1.00738381
Lela,barahonae-M-132388,M,barahonae,Hispaniola,41,9,CG,155,275,48,28,151.545235,160.690988,27.3249739,21.4625215,48.7874954,39.810429,30.7253795,70.5358085,28.6217205,23.2858053,63.6965156,47.5128104,19.5280886,44.7492091,11.7329797,2.1903317,2.43933269,1.68124124,1.44715803,1.68830852,1.84840965,1.45669574,1.36709126,1.67681072,1.29065974,1.65078536,1.06940832
Lela,barahonae-M-146726,M,barahonae,Hispaniola,41,9,CG,161,246,49,33,158.600511,163.995478,23.1622727,19.042501,42.2047737,36.0476389,27.4372158,63.4848547,26.2524188,39.5348283,62.9076647,46.197596,19.2636729,40.7976069,12.5659574,2.20682588,2.39093511,1.69019608,1.51851394,1.62536158,1.80267013,1.41916932,1.59697986,1.66461938,1.2847391,1.61063469,1.09919558
Lela,barahonae-M-POE0657,M,barahonae,Hispaniola,41,9,CG,156,297,50,31,148.155925,151.033413,24.6663043,20.8496631,45.5159674,33.6683073,30.9571207,64.625428,26.4544339,31.0423202,65.6949182,50.5584856,18.9891125,40.0819707,13.016717,2.1931246,2.47275645,1.69897,1.49136169,1.65816378,1.81040343,1.42249847,1.49195417,1.70379406,1.27850467,1.60294907,1.11450146
