type,basisofrecord,year,highergeography,continent,islandgroup,island,country,decimallatitude,decimallongitude,geodeticdatum,genus,specificepithet,infraspecificepithet,col
PhysicalObject,PreservedSpecimen,1929,"Haiti, Ouest, Ile De La Gonave",,,,Hispanola,18.8061,-72.9836,NAD27,Anolis,olssoni,insulanus,#00f0ff
PhysicalObject,FossilSpecimen,1962,Haiti: Centre Department: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.88333333,-72.03333333,WGS84,Anolis,olssoni,,#00f0ff
PhysicalObject,PreservedSpecimen,1966,"Haiti, Ouest",North America,,,Hispanola,18.88473,-72.59977,WGS84,Anolis,olssoni,extentus,#00f0ff
PhysicalObject,PreservedSpecimen,1976,"Haiti, Centre",North America,,,Hispanola,18.9329,-71.99877,WGS84,Anolis,olssoni,,#00f0ff
PhysicalObject,PreservedSpecimen,1971,"Dominican Republic, San Juan",North America,,,Hispanola,18.959,-71.599,NAD27,Anolis,olssoni,extentus,#00f0ff
PhysicalObject,FossilSpecimen,1959,Haiti: Artibonite Department: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,19.01666667,-72.75,WGS84,Anolis,olssoni,,#00f0ff
PhysicalObject,PreservedSpecimen,1963,"Dominican Republic, La Vega",North America,,,Hispanola,19.12724,-70.61081,NAD27,Anolis,olssoni,,#00f0ff
PhysicalObject,FossilSpecimen,1978,Dominican Republic: La Vega Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,19.17219925,-70.59220123,WGS84,Anolis,olssoni,montivagus,#00f0ff
PhysicalObject,PreservedSpecimen,1968,"Dominican Republic, La Vega",North America,,,Hispanola,19.178,-70.589,NAD27,Anolis,olssoni,,#00f0ff
PhysicalObject,PreservedSpecimen,1969,"Dominican Republic, Dajabon",North America,,,Hispanola,19.23084,-71.66316,NAD27,Anolis,olssoni,olssoni,#00f0ff
PhysicalObject,PreservedSpecimen,1974,"Haiti, Artibonite",North America,,,Hispanola,19.32399,-72.55708,not recorded,Anolis,olssoni,ferrugicauda,#00f0ff
PhysicalObject,PreservedSpecimen,1978,"Haiti, Artibonite",North America,,,Hispanola,19.450001,-72.683334,WGS84,Anolis,olssoni,,#00f0ff
PhysicalObject,PreservedSpecimen,1985,"Haiti, Artibonite",,,,Hispanola,19.4717,-72.7778,WGS84,Anolis,olssoni,,#00f0ff
PhysicalObject,PreservedSpecimen,1977,"Haiti, Artibonite",North America,,,Hispanola,19.48333,-72.50173,WGS84,Anolis,olssoni,ferrugicauda,#00f0ff
PhysicalObject,PreservedSpecimen,1969,"Dominican Republic, Dajabon",North America,,,Hispanola,19.503,-71.65,NAD27,Anolis,olssoni,olssoni,#00f0ff
PhysicalObject,PreservedSpecimen,1963,"Dominican Republic, Dajabon",North America,,,Hispanola,19.54657,-71.63333,NAD27,Anolis,olssoni,olssoni,#00f0ff
PhysicalObject,PreservedSpecimen,1977,"Haiti, Artibonite",North America,,,Hispanola,19.5556,-72.66905,not recorded,Anolis,olssoni,ferrugicauda,#00f0ff
PhysicalObject,FossilSpecimen,1963,Dominican Republic: Valverde Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,19.5564003,-71.05970001,WGS84,Anolis,olssoni,,#00f0ff
PhysicalObject,PreservedSpecimen,1963,"Dominican Republic, Monte Cristi",North America,,,Hispanola,19.701,-71.419,NAD27,Anolis,olssoni,olssoni,#00f0ff
PhysicalObject,PreservedSpecimen,1978,"Haiti, Nord-Ouest",North America,,,Hispanola,19.85,-72.833336,WGS84,Anolis,olssoni,ferrugicauda,#00f0ff
PhysicalObject,FossilSpecimen,2008,North America: Jamaica: Surrey: Saint Thomas,North America,,,Jamaica,17.90733333,-76.4317,WGS84,Anolis,opalinus,,#d64800
PhysicalObject,PreservedSpecimen,1986,North America | Jamaica | St. Andrews |  |  |  |  |,North America,,,Jamaica,18.030786,-76.432672,not recorded (forced WGS84),Anolis,opalinus,,#d64800
PhysicalObject,PreservedSpecimen,1987,Caribbean; Jamaica; Cornwall Co.; Westmoreland Par.; Jamaica Id.,Caribbean,,Jamaica Id.,Jamaica,18.27051944,-78.34674722,WGS84,Anolis,opalinus,,#d64800
PhysicalObject,FossilSpecimen,,Central America: Cuba: Guant?ínamo Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,19.90320015,-75.12680054,WGS84,Anolis,ophiolepis,,#00e200
PhysicalObject,FossilSpecimen,2010,Central America: Cuba: Guant?ínamo Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,19.915554,-75.140279,unknown,Anolis,ophiolepis,,#00e200
PhysicalObject,FossilSpecimen,2010,Central America: Cuba: Guant?ínamo Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,19.92182,-75.11821,WGS84,Anolis,ophiolepis,,#00e200
PhysicalObject,FossilSpecimen,2010,Central America: Cuba: Guant?ínamo Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,19.92294,-75.12901,WGS84,Anolis,ophiolepis,,#00e200
PhysicalObject,FossilSpecimen,1915,Central America: Cuba: Guant?ínamo Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,20.1167,-75.0361,WGS84,Anolis,ophiolepis,,#00e200
PhysicalObject,FossilSpecimen,1959,Central America: Cuba: Camag??ey Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,21.39592,-78.01895,WGS84,Anolis,ophiolepis,,#00e200
PhysicalObject,FossilSpecimen,1959,Central America: Cuba: Camag??ey Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,21.46817,-78.01895,WGS84,Anolis,ophiolepis,,#00e200
PhysicalObject,PreservedSpecimen,1910,NORTH AMERICA | CUBA | ISLA DE LA JUVENTUD |  |  |  |  |,North America,,,Cuba,21.7,-82.99,WGS84,Anolis,ophiolepis,,#00e200
PhysicalObject,FossilSpecimen,1959,Central America: Cuba: Camag??ey Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,21.73216629,-77.96466064,WGS84,Anolis,ophiolepis,,#00e200
PhysicalObject,FossilSpecimen,1967,Central America: Cuba: Pinar del R?¡o Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,22.2025,-83.99052,WGS84,Anolis,ophiolepis,,#00e200
PhysicalObject,FossilSpecimen,1967,Central America: Cuba: Pinar del R?¡o Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,22.4106,-84.11648,WGS84,Anolis,ophiolepis,,#00e200
PhysicalObject,PreservedSpecimen,1997,"Cuba, Pinar del Rio",,,,Cuba,22.6164,-83.7856,WGS84,Anolis,ophiolepis,,#00e200
PhysicalObject,PreservedSpecimen,2001,"West Indies, Cuba, Provincia Isla de la Juventud, Greater Antilles, Cuba",West Indies,Greater Antilles,Cuba,Cuba,21.73981,-82.767048,not recorded,Anolis,paternus,,#00866c
PhysicalObject,FossilSpecimen,1973,Central America: Cuba: Pinar del R?¡o Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,22.03425,-84.2056,WGS84,Anolis,paternus,pinarensis,#00866c
PhysicalObject,FossilSpecimen,1967,Central America: Cuba: Pinar del R?¡o Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,22.08595,-84.2706,WGS84,Anolis,paternus,pinarensis,#00866c
PhysicalObject,PreservedSpecimen,1977,| Cuba | Pinar del Rio | - |  |  |  |,North America,,,Cuba,22.2417,-83.5761,WGS84,Anolis,paternus,,#00866c
PhysicalObject,PreservedSpecimen,1995,"Cuba, Pinar del Rio",,,,Cuba,22.3136,-83.6981,WGS84,Anolis,paternus,,#00866c
PhysicalObject,FossilSpecimen,1959,Central America: Cuba: Pinar del R?¡o Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,22.52733,-83.4158,WGS84,Anolis,paternus,pinarensis,#00866c
PhysicalObject,FossilSpecimen,1974,Central America: Cuba: Guant?ínamo Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,19.89410019,-75.14589691,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,PreservedSpecimen,1988,"Cuba, Guant?â?ínamo",,,,Cuba,19.8975,-75.1172,NAD27,Anolis,porcatus,,#935e03
PhysicalObject,PreservedSpecimen,1987,"Cuba, Guant?â?ínamo",,,,Cuba,19.9099,-75.1651,NAD27,Anolis,porcatus,,#935e03
PhysicalObject,FossilSpecimen,2010,Central America: Cuba: Guant?ínamo Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,19.91431,-75.13937,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,PreservedSpecimen,1987,"Cuba, Guant?â?ínamo",,,,Cuba,19.9144,-75.1316,NAD27,Anolis,porcatus,,#935e03
PhysicalObject,PreservedSpecimen,1987,Greater Antilles | Cuba | Guantanamo Province |  |  |  |  |,North America,,,Cuba,19.91892,-75.12171,NAD83,Anolis,porcatus,,#935e03
PhysicalObject,FossilSpecimen,1974,Central America: Cuba: Guant?ínamo Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,19.93129921,-75.12200165,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,FossilSpecimen,2010,Central America: Cuba: Guant?ínamo Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,19.93208,-75.11164,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,PreservedSpecimen,1956,"Cuba, Oriente",,,,Cuba,19.9333,-77.6667,WGS84,Anolis,porcatus,,#935e03
MovingImage,MachineObservation,2007,| Cuba | Santiago de Cuba |  |  |  |  |,North America,,Cuba,Cuba,19.961339,-75.716016,not recorded (forced WGS84),Anolis,porcatus,,#935e03
PhysicalObject,PreservedSpecimen,1980,"Cuba, Oriente",,,,Cuba,19.975,-76.4111,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,PreservedSpecimen,,"Cuba, Guant?â?ínamo",,,,Cuba,20.3008,-74.2967,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,PreservedSpecimen,1980,"Cuba, Oriente",,,,Cuba,20.3048,-74.5,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,FossilSpecimen,1959,Central America: Cuba: Holguin Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,20.59942,-74.87923,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,PreservedSpecimen,1930,Cuba,,,,Cuba,20.6569,-74.9403,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,FossilSpecimen,1960,Central America: Cuba: Camag??ey Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,21.38333,-78.09024,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,FossilSpecimen,,Central America: Cuba: Camag??ey Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,21.38333,-77.91667,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,PreservedSpecimen,2001,"West Indies, Cuba, Provincia Isla de la Juventud, Greater Antilles, Cuba",West Indies,Greater Antilles,Cuba,Cuba,21.671616,-82.698971,not recorded,Anolis,porcatus,,#935e03
PhysicalObject,FossilSpecimen,1959,Central America: Cuba: Camag??ey Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,21.6828,-77.9089,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,FossilSpecimen,1967,Central America: Cuba: Pinar del R?¡o Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,21.8167,-84.4994,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,PreservedSpecimen,2002,"West Indies, Cuba, Provincia Cienfuegos, Greater Antilles, Cuba",West Indies,Greater Antilles,Cuba,Cuba,22.0905,-80.552,World Geodetic System 1984,Anolis,porcatus,,#935e03
PhysicalObject,FossilSpecimen,1956,Central America: Cuba: Pinar del R?¡o Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,22.32011,-83.42162,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,FossilSpecimen,1967,Central America: Cuba: Matanzas Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,22.4008,-81.4539,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,PreservedSpecimen,1914,"Cuba, Pinar del Rio",,,,Cuba,22.4906,-84.285,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,FossilSpecimen,1700,West Indies,,West Indies,,Cuba,22.5206,-79.4669,WGS84,Anolis,porcatus,sibling,#935e03
PhysicalObject,FossilSpecimen,1959,Central America: Cuba: Pinar del R?¡o Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,22.53275,-83.4158,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,FossilSpecimen,1915,Central America: Cuba: La Habana Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,22.8911,-82.4992,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,FossilSpecimen,1878,Central America: Cuba: Pinar del R?¡o Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,22.9036,-83.1592,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,FossilSpecimen,,Central America: Cuba: La Habana Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,23.13194,-82.16667,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,PreservedSpecimen,1938,Caribbean; Cuba; Matanzas Prov.; Cuba Id.,Caribbean,,Cuba Id.,Cuba,23.1536,-81.2514,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,PreservedSpecimen,1977,| Cuba | Habana | - |  |  |  |,North America,,Cuba,Cuba,23.1731,-82.1844,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,FossilSpecimen,2011,Dominican Republic: La Altagracia Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.5139,-68.72177,WGS84,Anolis,porcatus,,#935e03
PhysicalObject,FossilSpecimen,1976,Dominican Republic: Distrito Nacional Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.53389931,-70.01329803,WGS84,Anolis,porcatus,,#935e03
MovingImage,MachineObservation,2007,| Cuba | Santiago de Cuba |  |  |  |  |,North America,,Cuba,Cuba,19.998564,-75.695739,not recorded (forced WGS84),Anolis,porcus,,#00101c
PhysicalObject,FossilSpecimen,,Central America: Cuba: Guant?ínamo Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,20.25,-74.22657,WGS84,Chamaeleolis,porcus,,#00101c
PhysicalObject,PreservedSpecimen,1965,"Cuba, Guantanamo",North America,,,Cuba,20.30122,-74.54022,WGS84,Chamaeleolis,porcus,,#00101c
PhysicalObject,PreservedSpecimen,2001,"West Indies, Cuba, Provincia Guantanamo, Greater Antilles, Cuba",West Indies,Greater Antilles,Cuba,Cuba,20.51008333,-74.6682,World Geodetic System 1984,Chamaeleolis,porcus,,#00101c
PhysicalObject,FossilSpecimen,1945,Central America: Cuba: Holguin Province: West Indies: Greater Antilles: Cuba,Central America,West Indies: Greater Antilles,Cuba,Cuba,21.12,-75.8339,WGS84,Chamaeleolis,porcus,,#00101c
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Guayama, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,17.93949,-66.17667,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2002,"West Indies, United States, Puerto Rico, Guayama, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,17.95527778,-66.17030556,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2008,"West Indies, United States, Puerto Rico, Salinas, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,17.95993333,-66.2237,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,17.9761206,-65.9351349,WGS84,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,1961,Puerto Rico,North America,,,Puerto Rico,17.9766,-66.91,WGS84,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Guayama, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,17.9773,-66.17968333,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Lajas, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,17.98518,-66.98792,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2011,"West Indies, United States, Puerto Rico, Ponce, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,17.98743333,-66.64778333,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Juana Diaz, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,17.99508,-66.49117,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,1968,"West Indies, United States, Puerto Rico, Lajas, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,17.99871,-67.0469,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Penuelas, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.0023,-66.72528333,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2011,"West Indies, United States, Puerto Rico, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.01,-66.89,unknown,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Guayama, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.01115,-66.20003333,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Yabucoa, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.01632,-65.86171,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2011,"West Indies, United States, Puerto Rico, Ponce, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.02,-66.57,unknown,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2008,"West Indies, United States, Puerto Rico, Salinas, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.0308,-66.22301667,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Lajas, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.03164,-66.98051,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Juana Diaz, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.03196,-66.51,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2008,"West Indies, United States, Puerto Rico, Yabucoa, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.04778333,-65.83441667,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.0494485,-66.4546098,WGS84,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Sabana Grande, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.06399,-66.97513,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2005,"West Indies, United States, Puerto Rico, Yauco, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.06405556,-66.85913889,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Juana Diaz, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.06688,-66.53828,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Juana Diaz, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.07104,-66.53591,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Sabana Grande, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.07531667,-67.00941667,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Aibonito, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.08863,-66.31243,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Sabana Grande, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.0983,-66.97071,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2005,"West Indies, United States, Puerto Rico, Coamo, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.09888889,-66.37355556,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Cabo Rojo, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.10896667,-67.18106667,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,1964,"Puerto Rico, Isla de Vieques",North America,,,Puerto Rico,18.11278,-65.48316,WGS84,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Juana Diaz, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.11483,-66.53794,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,1980,"United States, Isla Vieques, Isla de Vieques",,,,Puerto Rico,18.1158,-65.4217,WGS84,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2002,"West Indies, United States, Puerto Rico, Vieques, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.13227778,-65.52277778,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,1961,Puerto Rico,North America,,,Puerto Rico,18.134716,-67.133995,WGS84,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2005,"West Indies, United States, Puerto Rico, Ponce, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.13613889,-66.66869444,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,1964,"Puerto Rico, Isla de Vieques",North America,,,Puerto Rico,18.1411,-65.4754,WGS84,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Villalba, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.1419,-66.50896,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2012,"West Indies, United States, Puerto Rico, Villalba, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.141939,-66.505937,not recorded,Anolis,pulchellus,,#014975
PhysicalObject,FossilSpecimen,,| PUERTO RICO | MAYAGUEZ/PONCE DSTR |  |  |  |  |,North America,Greater Antilles,Puerto Rico,Puerto Rico,18.14517,-66.7675,WGS84,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Humacao, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.14856667,-65.77111667,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,1997,"West Indies, United States, Puerto Rico, Maricao, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.16,-67.03,unknown,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,1950,North America | Puerto Rico | Mayag??ez |  |  | Caribbean Sea | Greater Antilles | Puerto Rico,North America,Greater Antilles,Puerto Rico,Puerto Rico,18.18,-67.1,WGS84,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,1950,North America | Puerto Rico | Mayag??ez |  |  | Caribbean Sea | Greater Antilles | Puerto Rico,North America,Greater Antilles,Puerto Rico,Puerto Rico,18.2,-67.14,WGS84,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2005,"West Indies, United States, Puerto Rico, Mayaguez, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.21011111,-67.0395,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2008,"West Indies, United States, Puerto Rico, Ceiba, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.27556667,-65.64495,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,1977,"West Indies, United States, Puerto Rico, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.2780952,-65.7816696,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Rincon, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.29333333,-67.17925,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.2966661,-66.8065608,WGS84,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Morovis, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.29725,-66.40946667,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,,Puerto Rico,North America,,,Puerto Rico,18.3004248,-65.7916259,Not Recorded,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Rio Grande, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.3238,-65.82016667,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Greater Antilles, Culebra",West Indies,Greater Antilles,Culebra,Puerto Rico,18.32723333,-65.30235,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Arecibo, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.33363333,-66.67528333,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2009,"West Indies, United States, Puerto Rico, Toa Alta, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.33703333,-66.21413333,World Geodetic System 1984,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.3390536,-66.7757263,WGS84,Anolis,pulchellus,,#014975
PhysicalObject,PreservedSpecimen,2011,"West Indies, United States, Puerto Rico, Rio Grande, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.34103333,-65.82495,World Geodetic System 1984,Anolis,pulchellus,,#014975
