type,basisofrecord,year,highergeography,continent,islandgroup,island,country,decimallatitude,decimallongitude,geodeticdatum,genus,specificepithet,infraspecificepithet,col
PhysicalObject,PreservedSpecimen,1899,"United States, Puerto Rico, Ponce",,,,Puerto Rico,18.0131,-66.6267,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1961,Puerto Rico,North America,,,Puerto Rico,18.0131205,-67.10078,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.0179,-67.1715,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Yabucoa, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.01921,-65.85684,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1962,Puerto Rico,North America,,,Puerto Rico,18.0211,-65.9068,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,2012,"West Indies, United States, Puerto Rico, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.02111,-66.79222,not recorded,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2012,"West Indies, United States, Puerto Rico, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.02111,-66.789371,not recorded,Anolis,cristatellus,,#72b8ff
PhysicalObject,FossilSpecimen,2003,| PUERTO RICO | DSTR GUAYAMA |  |  |  |  |,North America,Greater Antilles,,Puerto Rico,18.03367,-66.24067,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2003,"West Indies, United States, Puerto Rico, Guayanilla, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.03530556,-66.81569444,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.0373,-66.3738,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1961,Puerto Rico,North America,,,Puerto Rico,18.0383,-65.9002,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1978,Puerto Rico,North America,,,Puerto Rico,18.0390093,-65.9991721,Not Recorded,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1970,Puerto Rico,North America,,,Puerto Rico,18.048549,-66.628349,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.0497134,-66.4744432,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1967,North America | Puerto Rico | Ponce |  |  | Caribbean Sea | Greater Antilles | Puerto Rico,North America,Greater Antilles,Puerto Rico,Puerto Rico,18.05,-66.55,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Juana Diaz, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.05641667,-66.55306667,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1961,Puerto Rico,North America,,,Puerto Rico,18.056633,-66.617767,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.0618,-67.0542,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Yauco, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.06635,-66.90168333,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Yabucoa, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.0709,-65.95658333,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.0721836,-66.5367766,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,FossilSpecimen,2003,| PUERTO RICO | DSTR GUAYAMA | MPIO PATILLAS |  |  |  |,North America,Greater Antilles,Puerto Rico,Puerto Rico,18.0725,-66.05633,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.072788,-67.155245,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2002,"West Indies, United States, Puerto Rico, Juana Diaz, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.07875,-66.46144444,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.0867,-67.063,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,FossilSpecimen,2007,Central America: United States: Puerto Rico: Greater Antilles: Puerto Rico,Central America,Greater Antilles,Puerto Rico,Puerto Rico,18.088953,65.467107,WGS84,Anolis,cristatellus,wileyae,#72b8ff
PhysicalObject,PreservedSpecimen,2011,"West Indies, United States, Puerto Rico, Cayey, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.09,-66.03,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2005,"West Indies, United States, Puerto Rico, Yauco, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.09144444,-66.86352778,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1980,"United States, Isla Vieques, Isla de Vieques",,,,Puerto Rico,18.095,-65.5519,WGS84,Anolis,cristatellus,wileyae,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Cayey, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.0955,-66.08001667,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.099,-66.9509,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2002,"West Indies, United States, Puerto Rico, Vieques, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.10022222,-65.47202778,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1980,"United States, Isla Vieques, Isla de Vieques",,,,Puerto Rico,18.1083,-65.3839,not recorded,Anolis,cristatellus,wileyae,#72b8ff
PhysicalObject,PreservedSpecimen,2002,"West Indies, United States, Puerto Rico, Vieques, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.10830556,-65.45975,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1980,"United States, Isla Vieques, Isla de Vieques",,,,Puerto Rico,18.1094,-65.4161,WGS84,Anolis,cristatellus,wileyae,#72b8ff
PhysicalObject,PreservedSpecimen,2011,"West Indies, United States, Puerto Rico, Cayey, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.11,-66.07,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1980,"United States, Isla Vieques, Isla de Vieques",,,,Puerto Rico,18.1131,-65.3867,WGS84,Anolis,cristatellus,wileyae,#72b8ff
PhysicalObject,PreservedSpecimen,1899,"United States, Puerto Rico, Cayey",,,,Puerto Rico,18.1139,-66.1664,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1972,North America; United States; Puerto Rico,North America,,,Puerto Rico,18.11666,-66.91666,not recorded,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2002,"West Indies, United States, Puerto Rico, Vieques, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.11716667,-65.56177778,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2002,"West Indies, United States, Puerto Rico, Vieques, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.11805556,-65.5445,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2011,"West Indies, United States, Puerto Rico, Cayey, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.12,-66.08,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2003,"West Indies, United States, Puerto Rico, Ponce, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.12041667,-66.65527778,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2003,"West Indies, United States, Puerto Rico, San Lorenzo, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.12241667,-65.93169444,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1961,Puerto Rico,North America,,,Puerto Rico,18.12332,-67.03642,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Cayey, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.12346667,-66.0709,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Guayanilla, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.12408333,-66.79268333,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2002,North America; USA; Puerto Rico; Maricao,North America,,,Puerto Rico,18.1247,-66.9781,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,FossilSpecimen,,Central America: United States: Puerto Rico: Vieques Municipality: Greater Antilles: Isla de Vieques,Central America,Greater Antilles,Isla de Vieques,Puerto Rico,18.125,-65.4167,WGS84,Anolis,cristatellus,wileyae,#72b8ff
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Aibonito, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.12634,-66.28806,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1980,"United States, Isla Vieques, Isla de Vieques",,,,Puerto Rico,18.1306,-65.3681,not recorded,Anolis,cristatellus,wileyae,#72b8ff
PhysicalObject,PreservedSpecimen,1964,"Puerto Rico, Isla de Vieques",North America,,,Puerto Rico,18.1347,-65.4864,WGS84,Anolis,cristatellus,wileyae,#72b8ff
PhysicalObject,PreservedSpecimen,1997,"West Indies, United States, Puerto Rico, Maricao, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.13815,-66.9671,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2011,"West Indies, United States, Puerto Rico, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.15,-66.99,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Humacao, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.15043,-65.77288,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1996,"West Indies, United States, Puerto Rico, Orocovis, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.153242,-66.528541,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2006,"West Indies, United States, Puerto Rico, Coamo, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.1535,-66.3389,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2003,"West Indies, United States, Puerto Rico, Orocovis, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.15961111,-66.52683333,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2012,"West Indies, United States, Puerto Rico, Orocovis, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.16139,-66.52722,not recorded,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1900,"United States, Puerto Rico, Adjuntas",,,,Puerto Rico,18.1647,-66.7225,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1961,Puerto Rico,North America,,,Puerto Rico,18.1691518,-67.0311089,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,2011,"West Indies, United States, Puerto Rico, Orocovis, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.17,-66.49,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2007,"West Indies, United States, Puerto Rico, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.17345,-66.02901667,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.1744443,-67.0177411,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Humacao, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.17581667,-65.73841667,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1818,"West Indies, United States, Puerto Rico, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.18095,-66.41903,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, San Lorenzo, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.18216,-65.94117,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2006,"West Indies, United States, Puerto Rico, Cidra, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.18405,-66.14051667,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2002,"West Indies, United States, Puerto Rico, Comerio, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.19413889,-66.25197222,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Naguabo, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.19811,-65.71193,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.1983698,-66.2892723,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Mayaguez, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.1989,-67.09986667,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1961,Puerto Rico,North America,,,Puerto Rico,18.2033163,-66.9608345,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1970,Puerto Rico,North America,,,Puerto Rico,18.2098959,-66.7224998,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1967,North America | Puerto Rico | Mayag??ez |  |  | Caribbean Sea | Greater Antilles | Puerto Rico,North America,Greater Antilles,Puerto Rico,Puerto Rico,18.21,-67.06,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1961,Puerto Rico,North America,,,Puerto Rico,18.2229034,-66.1410039,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1972,North America; United States; Puerto Rico,North America,,,Puerto Rico,18.23333,-65.75,not recorded,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2006,"West Indies, United States, Puerto Rico, Aguas Buenas, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.23545,-66.1746,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1899,"United States, Puerto Rico, Caguas",,,,Puerto Rico,18.2361,-66.0489,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Ciales, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.24326667,-66.53103333,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1966,Puerto Rico,North America,,,Puerto Rico,18.2438618,-65.6549835,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.245378,-65.7390702,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1975,Caribbean; USA; Puerto Rico; Puerto Rico Id.,Caribbean,,Puerto Rico Id.,Puerto Rico,18.25053889,-66.625425,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1972,"West Indies, United States, Puerto Rico, Utuado, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.25054,-66.62534,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2002,"West Indies, United States, Puerto Rico, Juncos, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.25202778,-65.86227778,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1968,"West Indies, United States, Puerto Rico, Canovanas, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.25616,-65.87602,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1988,"West Indies, United States, Puerto Rico, Rio Grande, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.2563,-65.75356,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1899,"United States, Puerto Rico, Aguas Buenas",,,,Puerto Rico,18.2589,-66.1033,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1899,"United States, Puerto Rico, Utuado",,,,Puerto Rico,18.2675,-66.7008,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.2675018,-66.5750571,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.2825,-67.1109,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1972,"West Indies, United States, Puerto Rico, Rio Grande, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.28351,-65.79223,North American Datum 1927,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1899,"United States, Puerto Rico, Anasco",,,,Puerto Rico,18.2847,-67.14,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2007,"West Indies, United States, Puerto Rico, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.28615,-66.2933,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1943,| Puerto Rico |  |  |  |  |  |,North America,Greater Antilles,,Puerto Rico,18.2879,-65.7991,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1961,"Puerto Rico, Humacao",North America,,,Puerto Rico,18.28967,-65.82583,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Lares, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.28992,-66.85603,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1996,"West Indies, United States, Puerto Rico, Rio Grande, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.29191,-65.83333,North American Datum 1927,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1988,"West Indies, United States, Puerto Rico, Rio Grande, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.29219,-66.79215,North American Datum 1927,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1968,"West Indies, United States, Puerto Rico, Rio Grande, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.29233,-65.7503,North American Datum 1927,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1899,"United States, Puerto Rico, Lares",,,,Puerto Rico,18.2967,-66.8775,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Greater Antilles, Culebra",West Indies,Greater Antilles,Culebra,Puerto Rico,18.29988333,-65.33153333,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2011,"West Indies, United States, Puerto Rico, Rio Grande, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.3,-65.85,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1971,North America; United States; US Virgin Islands,North America,,,Puerto Rico,18.3,-64.81666,not recorded,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2005,"West Indies, United States, Puerto Rico, Lares, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.30097222,-66.87177778,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1964,"Puerto Rico, Isla de Culebra",North America,,,Puerto Rico,18.305,-65.31085,WGS84,Anolis,cristatellus,wileyae,#72b8ff
PhysicalObject,PreservedSpecimen,2006,"West Indies, United States, Puerto Rico, Utuado, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.30728333,-66.69295,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,FossilSpecimen,1931,Central America: United States: Puerto Rico: Culebra Municipality: Greater Antilles: Isla de Culebra,Central America,Greater Antilles,Isla de Culebra,Puerto Rico,18.3083,-65.3333,WGS84,Anolis,cristatellus,wileyae,#72b8ff
PhysicalObject,PreservedSpecimen,1978,"Puerto Rico, Isla de Culebra",North America,,,Puerto Rico,18.30833,-65.33333,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Morovis, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.30926667,-66.40263333,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, San Sebastian, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.30928333,-66.92691667,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1968,North America | Puerto Rico |  |  |  | Caribbean Sea | Greater Antilles | Puerto Rico,North America,Greater Antilles,,Puerto Rico,18.31,-65.3,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2003,"West Indies, United States, Puerto Rico, Naranjito, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.31188889,-66.21958333,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1966,Greater Antilles | USA | Puerto Rico |  |  |  |  |,North America,,,Puerto Rico,18.3125,-65.7917,NAD83,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2007,"West Indies, United States, Puerto Rico, Naranjito, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.31301667,-66.27866667,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Ciales, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.31367,-66.57156,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1964,"Puerto Rico, Isla de Culebra",North America,,,Puerto Rico,18.31403,-65.30139,WGS84,Anolis,cristatellus,wileyae,#72b8ff
PhysicalObject,PreservedSpecimen,1963,Puerto Rico,North America,,,Puerto Rico,18.314297,-66.6980234,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1978,Puerto Rico,North America,,,Puerto Rico,18.3150109,-65.8312798,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1971,North America; United States; US Virgin Islands,North America,,,Puerto Rico,18.316666,-64.95,not recorded,Anolis,cristatellus,,#72b8ff
PhysicalObject,FossilSpecimen,1971,Central America: United States: Puerto Rico: Culebra Municipality: Greater Antilles: Isla de Culebra,Central America,Greater Antilles,Isla de Culebra,Puerto Rico,18.3167,-65.2833,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1994,"West Indies, United States, Puerto Rico, Greater Antilles, Culebrita",West Indies,Greater Antilles,Culebrita,Puerto Rico,18.3167,-65.2292,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Greater Antilles, Culebra",West Indies,Greater Antilles,Culebra,Puerto Rico,18.31735,-65.30273333,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Rincon, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.31826667,-67.23673333,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2003,"West Indies, United States, Puerto Rico, Greater Antilles, Culebra",West Indies,Greater Antilles,Culebra,Puerto Rico,18.31955556,-65.25480556,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1931,"United States, Puerto Rico, Culebra",,,,Puerto Rico,18.32,-65.3,not recorded,Anolis,cristatellus,wileyae,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Greater Antilles, Culebra",West Indies,Greater Antilles,Culebra,Puerto Rico,18.32013333,-65.25636667,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2004,"West Indies, United States, Puerto Rico, Rio Grande, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.32108,-65.819877,not recorded,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1962,"Puerto Rico, Humacao",North America,,,Puerto Rico,18.32249,-65.82583,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1962,Puerto Rico,North America,,,Puerto Rico,18.3240494,-66.6416435,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.3243,-66.9989,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Utuado, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.32788333,-66.7121,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2003,"West Indies, United States, Puerto Rico, Greater Antilles, Culebra",West Indies,Greater Antilles,Culebra,Puerto Rico,18.32936111,-65.31358333,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2011,"West Indies, United States, Puerto Rico, Rio Grande, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.33,-65.86,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Corozal, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.33128,-66.33289,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1818,"West Indies, United States, Virgin Islands of the United States, Saint Thomas, Greater Antilles, Saint Thomas",West Indies,Greater Antilles,Saint Thomas,Puerto Rico,18.33167,-64.84528,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
