NEW,TX,Freeze,Bud,07/04/2017,10/04/2017,11/04/2017,13/04/2017,17/04/2017,24/04/2017,28/04/2017,01/05/2017,03/05/2017,06/05/2017,10/05/2017,13/05/2017,15/05/2017,19/05/2017,23/05/2017,25/05/2017,30/05/2017,01/06/2017,05/06/2017,08/06/2017,12/06/2017,15/06/2017,20/06/2017,25/06/2017,03/07/2017,07/07/2017,11/07/2017,14/07/2017,17/07/2017,26/07/2017,28/07/2017,01/08/2017,07/08/2017,14/08/2017
BETPAP_G05,A,,U-Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,Blue,,,,,,,9,9,10,10,11,14,15,DONE!,DONE!,DONE!,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,Red,,,,,,,9,10,11,11,12,15,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,Green,,,,,,,9,9,9,10,10,11,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,Black,,,,,,,9,9,10,10,12,15,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,Yellow,,,,,,,,9,10,10,11,14,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,White,,,,,,,,9,10,10,11,13,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,Blue,,,,,,,,9,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,Y-BU,,,,,,,,14,15,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,Y-R,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,Y-G,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,Y-B,,,,,,,,10,12,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,Y-Y,,,,,,,,9,12,13,15,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,Y-W,,,,,,,,9,10,10,13,15,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,Y-BU -Tag,,,,,,,,10,10,10,14,15,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,Y-R -Tag,,,,,,,,9,10,10,13,15,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,Y-G -Tag,,,,,,,,,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,W-BU,,,,,,,,10,10,10,12,15,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,W-R,,,,,,,9,10,11,11,13,15,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,W-G,,,,,,,9,9,10,10,15,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G06,A,,W-B,,,,,,,9,10,12,12,12,15,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G07,A,,Blue,,,,,,,,,,,,,,,,,,,,,,11,15,,,,,,,,,,,
BETPAP_G07,A,,Red,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,
BETPAP_G07,A,,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G07,A,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G07,A,,Yellow,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,
BETPAP_G07,A,,White,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,
BETPAP_G07,A,,Blue,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,
BETPAP_G07,A,,Red,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,
BETPAP_G07,A,,Green,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,
BETPAP_G07,A,,Black,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,
BETPAP_G07,A,,R/BU,,,,,,,,,,,,,,,,,,,,,9,11,15,,,,,,,,,,,
BETPAP_G07,A,,Y/W,,,,,,,,,,,,,,,9,9,9,9,9,9,10,12,15,,,,,,,,,,,
BETPAP_G07,A,,G/BU,,,,,,,,,,,,,,,,,,,9,10,11,14,15,,,,,,,,,,,
BETPAP_G07,A,,W/BA,,,,,,,,,,,,,9,9,9,9,,,11,12,14,15,,,,,,,,,,,,
BETPAP_G07,A,,Y-BU,,,,,,,,,,,,,,9,,,,,,9,9,11,15,,,,,,,,,,,
BETPAP_G07,A,,Y-R,,,,,,,,,,,,10,11,15,,,,,,,,,,,,,,,,,,,,
BETPAP_G07,A,,Y-G,,,,,,,,,,,,10,11,14,15,,,,,,,,,,,,,,,,,,,
BETPAP_G08,B,10/04/2017,Blue,10,12,12,14,15,,,,,,,,DONE!,DONE!,DONE!,,DONE!,,,,DONE!,DONE!,,,,,,,,,,,,
BETPAP_G08,B,,Red,9,9,9,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G08,B,,Green,10,12,12,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G08,B,,Black,9,11,11,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G08,B,,Yellow,9,9,9,9,9,,,,,,10,12,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G08,B,,White,,,,,,,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G08,B,,Black,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G08,B,,Blue,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G08,B,,Green,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G09,A,,Blue,,,,,,,,,,,,,9,9,,,,,9,12,15,,,,,,,,,,,,,
BETPAP_G09,A,,Red,,,,,,,,,,,,,10,9,11,13,15,,,,,,,,,,,,,,,,,
BETPAP_G09,A,,Green,,,,,,,,,,,,,9,9,12,14,15,,,,,,,,,,,,,,,,,
BETPAP_G09,A,,Black,,,,,,,,,,,,,,9,10,11,13,15,,,,,,,,,,,,,,,,
BETPAP_G09,A,,Yellow,,,,,,,,,,,,,,,,,9,9,9,9,9,13,15,,,,,,,,,,,
BETPAP_G09,A,,Blue,,,,,,,,,,,,,,,,,9,9,9,9,9,12,12,,,,,,,,,,,
BETPAP_G09,A,,R-BU,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,
BETPAP_G09,A,,R-R,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,
BETPAP_G09,A,,R-G,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,
BETPAP_G09,A,,W,,,,,,,,,,,,,,,,,,,,,,10,15,,,,,,,,,,,
BETPAP_G09,A,,G-BU,,,,,,,,,,,,,,,,,,,9,10,14,15,,,,,,,,,,,,
BETPAP_G09,A,,G-R,,,,,,,,,,,,,,,,,9,10,11,14,15,,,,,,,,,,,,,
BETPAP_G09,A,,G-G,,,,,,,,,,,,,,,,,,,9,11,14,14,15,,,,,,,,,,,
BETPAP_G09,A,,G-B,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,
BETPAP_G09,A,,G-Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G10,B,30/05/2017,Blue,,,,,,,,,,,15,15,15,15,15,15,10,10,12,14,15,,,,,,,,,,,,,
BETPAP_G10,B,,Red,,,,,,,,,,,9,10,11,14,15,,,,,,,,,,,,,,,,,,,
BETPAP_G10,B,,Green,,,,,,,,,,,,,,,,,10,10,13,15,,,,,,,,,,,,,,
BETPAP_G10,B,,Black,,,,,,,,,,,,,,,,,9,9,12,15,,,,,,,,,,,,,,
BETPAP_G10,B,,Yellow,,,,,,,,,,,,,,,,9,9,10,11,15,,,,,,,,,,,,,,
BETPAP_G10,B,,White,,,,,,,,,,,,,,,9,9,10,10,12,15,,,,,,,,,,,,,,
BETPAP_G10,B,,Black,,,,,,,,,,,,,,9,10,10,14,15,,,,,,,,,,,,,,,,
BETPAP_G10,B,,Red,,,,,,,,,,,,,,,9,9,14,14,14,15,,,,,,,,,,,,,,
BETPAP_G10,B,,Y-BU,,,,,,,,,,,,,,,,,9,9,10,14,,,,,,,,,,,,,,
BETPAP_G10,B,,Y-R,,,,,,,9,9,10,10,14,15,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G10,B,,Green,,,,,,,,,,,,,,,,,9,9,9,9,10,,,,,,,,,,,,,
BETPAP_G10,B,,Black,,,,,,,,,,,,,,,,,,,,9,10,,,,,,,,,,,,,
BETPAP_G10,B,,BU/R,,,,,,,,,,,10,10,,,,,,,9,9,10,,,,,,,,,,,,,
BETPAP_G11,B,15/06/2017,Blue,,,,,,,,,,,,,9,10,10,10,,,,,,10,9,11,15,,,,,,,,,
BETPAP_G11,B,,Red,,,,,,,,,,,,,,,,,,,,,,,,13,15,,,,,,,,,
BETPAP_G11,B,,Green,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,
BETPAP_G11,B,,Black,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,
BETPAP_G11,B,,Y,,,,,,,,,,,,,,,,,,,,,,,,14,15,,,,,,,,,
BETPAP_G11,B,,W-BU,,,,,,,,,,,,,,,,,,,,,9,12,dead,dead,,,,,,,,,,
BETPAP_G11,B,,W-R,,,,,,,,,,,,,,,,,,,11,13,15,15,dead,dead,,,,,,,,,,
BETPAP_G11,B,,W-G,,,,,,,,,,,,,,,,,,,,,,,dead,15,,,,,,,,,,
BETPAP_G11,B,,BU-BU,,,,,,,,,,,,,,,,,,,,9,10,13,dead,dead,,,,,,,,,,
BETPAP_G11,B,,BU-R,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,
BETPAP_G11,B,,BU-G,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,
BETPAP_G11,B,,R-BU,,,,,,,,,,,,,,,,,,,,,9,13,15,,,,,,,,,,,
BETPAP_G11,B,,R-G,,,,,,,,,,,,,,,,,,,10,12,15,,,,,,,,,,,,,
BETPAP_G11,B,,R-R,,,,,,,,,,,,,,,,,,,,,,,13,15,,,,,,,,,,
BETPAP_G11,B,,R-B,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,
BETPAP_G11,B,,R-G/R,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,
BETPAP_G11,B,,BA-BU,,,,,,,,10,10,10,15,15,15,15,15,15,15,15,15,15,15,15,15,dead,,,,,,,,,,
BETPAP_G11,B,,BA-R,,,,,,,,,,,9,10,13,15,15,15,15,15,15,15,15,15,15,dead,,,,,,,,,,
BETPAP_G11,B,,G-BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G11,B,,G-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G11,B,,G-G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G11,B,,G/R,,,,,,,,,,,,9,,,,,,,9,10,15,,,,,,,,,,,,,
BETPAP_G11,B,,BU/BA,,,,,,,,,,,,,,,,,,,,9,13,15,,,,,,,,,,,,
BETPAP_G11,B,,Y-BU,,,,,,,,,,,,,9,9,9,9,,,,13,15,,,,,,,,,,,,,
BETPAP_G11,B,,Y-R,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,
BETPAP_G11,B,,Y-G,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,
BETPAP_G11,B,,Y-B,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,
BETPAP_G12,B,23/05/2017,Blue,,,,,,,,9,9,9,12,15,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G12,B,,Red,,,,,,,,,,,,9,10,15,,,,,,,,,,,,,,,,,,,,
BETPAP_G12,B,,Green,,,,,,,,,,,,9,10,14,14,15,,,,,,,,,,,,,,,,,,
BETPAP_G12,B,,Black,,,,,,,,,,,,,,,,9,10,12,15,,,,,,,,,,,,,,,
BETPAP_G12,B,,Yellow,,,,,,,,,,,,,9,13,13,14,15,,,,,,,,,,,,,,,,,
BETPAP_G12,B,,White,,,,,,,,,,,,,,,,,9,9,12,15,,,,,,,,,,,,,,
BETPAP_G12,B,,Blue,,,,,,,,,,,,,,,,,9,9,10,10,10,,,,,,,,,,,,,
BETPAP_G12,B,,R-BU,,,,,,,,,,,11,14,15,,,,,,,,,,,,,,,,,,,,,
BETPAP_G12,B,,R-R,,,,,,,,,,,,,,,,,,,10,14,15,,,,,,,,,,,,,
BETPAP_G12,B,,BA-BU,,,,,,,10,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G12,B,,BA-R,,,,,,,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G12,B,,BA-G,,,,,,,,,,,11,13,15,,,,,,,,,,,,,,,,,,,,,
BETPAP_G12,B,,G-BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G12,B,,G-G,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,
BETPAP_G12,B,,G-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G12,B,,Y/W-BU,,,,,,,,,,,,,,,,,,,9,12,15,,,,,,,,,,,,,
BETPAP_G12,B,,Y/W-R,,,,,,,,,,,,,,,,,,,9,12,15,,,,,,,,,,,,,
BETPAP_G12,B,,Y/W-G,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,
BETPAP_G12,B,,Y/W-B,,,,,,,,,,,,,,,,,,,14,15,,,,,,,,,,,,,,
BETPAP_G13,B,30/05/2017,Blue,,,,,,,,,,,,,,9,9,9,9,9,9,10,14,,,,,,,,,,,,,
BETPAP_G13,B,,Red,,,,,,,,,,,,,,9,9,9,12,13,14,15,,,,,,,,,,,,,,
BETPAP_G13,B,,Green,,,,,,,,,,,,,,9,9,9,13,14,15,,,,,,,,,,,,,,,
BETPAP_G13,B,,Black,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,
BETPAP_G13,B,,Yellow,,,,,,,,,,,,,,9,9,10,14,15,,,,,,,,,,,,,,,,
BETPAP_G13,B,,White,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,
BETPAP_G13,B,,Blue,,,,,,,,,,,,,,,,,10,11,13,14,15,,,,,,,,,,,,,
BETPAP_G13,B,,Red,,,,,,,,,,,,,,9,9,10,14,15,,,,,,,,,,,,,,,,
BETPAP_G13,B,,BA-B,,,,,,,,,,,,,,,,,10,10,12,15,,,,,,,,,,,,,,
BETPAP_G13,B,,BA-R,,,,,,,,,,,,,,,,9,11,12,14,15,,,,,,,,,,,,,,
BETPAP_G13,B,,BA-G,,,,,,,,,,,,,,,,,9,9,9,9,9,,,,,,,,,,,,,
BETPAP_G14,B,16/05/2017,Blue,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,
BETPAP_G14,B,,Red,,,,,,,,,,,,,,,,,,,,,,9,14,,,,,,,,,,,
BETPAP_G14,B,,Green,,,,,,,,,,,,,,,,,,,9,10,11,15,,,,,,,,,,,,
BETPAP_G14,B,,Black,,,,,,,,,,,,,,,,,,,9,11,14,15,,,,,,,,,,,,
BETPAP_G14,B,,Yellow,,,,,,,,,,,,,,9,9,9,10,14,15,,,,,,,,,,,,,,,
BETPAP_G14,B,,White,,,,,,,,,,,,9,10,11,11,11,12,14,15,,,,,,,,,,,,,,,
BETPAP_G14,B,,Blue,,,,,,,,,,,,,,,,,,,10,12,15,,,,,,,,,,,,,
BETPAP_G14,B,,R-BU,,,,,,,9,9,10,10,11,14,14,15,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,,R-R,,,,,,,,,,,9,9,10,11,11,11,13,14,15,,,,,,,,,,,,,,,
BETPAP_G14,B,,G-BU,,,,,,,,,,,,,,,,,,,,,9,10,15,,,,,,,,,,,
BETPAP_G14,B,,G-R,,,,,,,,,,,,,,,,,,,,,9,,15,,,,,,,,,,,
BETPAP_G14,B,,G-G,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,
BETPAP_G14,B,,G-B,,,,,,,,,,,,9,9,9,9,9,10,10,15,,,,,,,,,,,,,,,
BETPAP_G14,B,,G-Y,,,,,,,,,,,,,,,,,10,10,14,15,,,,,,,,,,,,,,
BETPAP_G14,B,,G-W,,,,,,,,,,,,,9,10,10,10,14,14,15,,,,,,,,,,,,,,,
BETPAP_G14,B,,G-BU,,,,,,,,,,,9,10,11,14,14,15,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,,BA-BU,,,,9,9,9,9,9,9,9,9,10,11,14,14,15,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,,BA-R,,,,,,,,,10,10,10,13,15,,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,,BA-G,,,,,,9,9,9,10,10,10,13,15,,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,,W-BU,,,,,9,9,10,10,10,10,10,10,10,10,10,10,15,,,,,,,,,,,,,,,,,
BETPAP_G14,B,,W-R,,,,,9,9,,,,9,9,9,9,9,9,15,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,,W-G,,,,,9,9,,,,9,9,10,12,15,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,,W-B,,,,,9,9,9,10,11,11,13,15,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,,W-Y,,,,,9,9,10,10,11,11,13,15,15,15,15,13,15,,,,,,,,,,,,,,,,,
BETPAP_G14,B,,W-W,,,,,9,9,9,9,9,9,9,9,10,10,13,15,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,Blue,,,,,,10,12,15,DONE!,DONE!,DONE!,DONE!,DONE!,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,Red,,,,,,10,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,Green,,,,,,10,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,Black,,,,,,11,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,Yellow,,,,,9,11,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,White,,,,,9,10,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,Blue,,,,,9,10,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,Y-BU,,,,,9,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,Y-R,,,,,9,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,Y-G,,,,,,9,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,Y-B,,,,,,9,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,W-BU,,,,,10,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,W-R,,,,,9,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,W-G,,,,,,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,W-B,,,,,,10,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,BU-BU,,,,,10,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,BU-R,,,,,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,BU-G,,,,,9,9,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,BU-B,,,,,9,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,R-BU,,10,,,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,R-R,,,,,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,R-G,,,,,9,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,G-BU,,,,,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,G-R,,,,,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,,G-G,,,,,9,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,24/04/2017,Blue,,,,,,9,11,13,15,DONE!,DONE!,DONE!,DONE!,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,Red,,,,,,9,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,Green,,,,,,10,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,Black,,,,,,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,Yellow,,,,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,White,,,,,9,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,Blue,,,,,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,Red,,,,,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,Green,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,Y-BU,,,,9,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,Y-R,,,,9,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,Y-G,,,,10,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,G/R,,,,,9,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,R/BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,BU/W,,,,9,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,W-BU,9,9,,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,W-R,9,9,,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,W-G,9,9,,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,BU-BU,,,,,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,BU-R,,,,,9,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,BU-G,,,,,9,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,BU-B,,,,,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,BU-Y,,,,,10,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,BU-W,,,,,9,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,R-BU,10,14,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,R-R,9,10,,12,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,R-B,10,13,,14,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,R-Y,9,9,,11,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,,R-W,9,10,,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,Blue,,,,,,9,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,Red,,,,,,9,10,13,15,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,Green,,,,,,10,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,Black,,,,,,10,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,Yellow,,,,,,9,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,White,,,,,,10,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,Blue,,,,,,,9,12,15,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,Y-BU,,,,9,10,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,Y-R,,,,,,12,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,W-BU,,,,,,,,9,10,14,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,W-R,,,,,,,9,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,W-G,,,,,,,9,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,W-B,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,BU-BU,,,,9,10,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,BU-R,,,,,,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,BU-G,,,,,,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,BU-B,,,,,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,G-BU,,,,9,10,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,G-R,,,,,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,G-G,,,,,9,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,R-BU,,,,9,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,R-R,,,,9,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,R-G,,,,9,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,R-B,,,,,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,BA-BU,,,,9,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,BA-R,,,,,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,BA-G,,,,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,BA-G,,,,,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,BU/R-BU,9,9,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,BU/R - R,9,9,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,G/Y-BU,9,9,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,,G/Y-R,9,10,,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W04,B,06/05/2017,Blue,,,,,,,,9,10,12,14,15,DONE!,,,,,,,,,,,,,,,,,,,,,
BETPOP_W04,B,,Red,,,,,,,,9,9,11,12,14,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W04,B,,Green,,,,,,,,9,10,11,12,14,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W04,B,,Black,,,,,,,,9,9,11,12,15,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W04,B,,Yellow,,,,,,,,9,9,11,12,14,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W04,B,,White,,,,,,,,9,10,11,12,14,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W04,B,,Blue,,,,,,,,10,11,12,14,15,,,,,,,,,,,,,,,,,,,,,,
